organism_name
'Brassica napus' phytoplasma
Acetobacter sp. DmW_125133
Acetobacter sp. DmW_125134
Acetobacter sp. DmW_125135
Acetobacter sp. DmW_136
Acetobacter sp. DsW_059
Acetobacter sp. DsW_063
Acetobacter sp. DsW_54
Acetobacter sp. ESL1145
Acetobacter sp. JWB
Acetobacter sp. KSO5
Acetobacter sp. P1H12_c
Acetobacter sp. P5B1
Acetobacter sp. UBA5411
Acetobacter syzygii NRIC 0483
Acetobacter tropicalis NBRC 101654
Acetobacter tropicalis NRIC 0312
Acetobacter zythi
Acetobacteraceae bacterium AT-5844
Acetobacteraceae bacterium B3987
Acetobacteraceae bacterium ESL0697
Acetobacteraceae bacterium ESL0709
Acetobacteraceae bacterium H6797
Acetobacteraceae bacterium SCN 69-10
Acetobacteraceae bacterium UBA6159
Acetobacterales bacterium
Acetobacterium carbinolicum
Acetobacterium malicum
Acetobacterium malicum subsp. dehalogenans
Acetobacterium malicum subsp. dehalogenans DSM 11527
Acetobacterium sp. K1/6
Acetobacterium sp. KB-1
Acetobacterium sp. MES1
Acetobacterium sp. UBA5558
Acetobacterium sp. UBA5834
Acetobacterium sp. UBA6819
Acetobacteroides sp.
Acetofilamentum sp.
Acetomicrobium mobile
Acetomicrobium mobile DSM 13181
Acetomicrobium sp.
Acetomicrobium sp. CY-2
Acetomicrobium sp. UBA3949
Acetomicrobium sp. UBA5826
Acetonema longum DSM 6540
Acetonema sp. T6-7.9
Acetothermia bacterium 64_32
Acetothermia bacterium SCGC AAA255-C06
Acetothermia bacterium UBA2187
Acetothermia bacterium UBA3560
Acetothermia bacterium UBA3563
Acetothermia bacterium UBA3564
Acetothermia bacterium UBA3565
Acetothermia bacterium UBA3571
Acetothermia bacterium UBA3574
Acetothermia bacterium UBA4777
Acetothermia bacterium UBA4801
Acetothermia bacterium UBA7521
Acholeplasma brassicae
Acholeplasma equifetale ATCC 29724
Acholeplasma granularum ATCC 19168
Acholeplasma hippikon ATCC 29725
Acholeplasma sp. CAG:878
Acholeplasma sp. ORD1043
Acholeplasma sp. OttesenSCG-928-E16
Acholeplasmataceae bacterium UBA2284
Acholeplasmataceae bacterium UBA4853
Acholeplasmataceae bacterium UBA4870
Acholeplasmataceae bacterium UBA4904
Acholeplasmataceae bacterium UBA4950
Acholeplasmataceae bacterium UBA5000
Acholeplasmataceae bacterium UBA5222
Acholeplasmataceae bacterium UBA5250
Acholeplasmataceae bacterium UBA5264
Acholeplasmataceae bacterium UBA5282
Acholeplasmataceae bacterium UBA5354
Acholeplasmataceae bacterium UBA5386
Acholeplasmataceae bacterium UBA5409
Acholeplasmataceae bacterium UBA5430
Acholeplasmataceae bacterium UBA5453
Acholeplasmataceae bacterium UBA5468
Acholeplasmataceae bacterium UBA5491
Acholeplasmataceae bacterium UBA5617
Acholeplasmataceae bacterium UBA5635
Acholeplasmataceae bacterium UBA5769
Acholeplasmataceae bacterium UBA6150
Acholeplasmataceae bacterium UBA6181
Acholeplasmataceae bacterium UBA6190
Acholeplasmataceae bacterium UBA6235
Acholeplasmataceae bacterium UBA7643
Acholeplasmatales bacterium DTU056
Acholeplasmatales bacterium DTU067
Acholeplasmatales bacterium Tener_01
Achromatium sp.
Achromatium sp. WMS1
Achromatium sp. WMS2
Achromatium sp. WMS3
Achromobacter arsenitoxydans
Achromobacter arsenitoxydans SY8
Achromobacter colocynthi
Achromobacter denitrificans
Achromobacter insuavis AXX-A
Achromobacter maghribensis
Achromobacter piechaudii
Achromobacter piechaudii ATCC 43553
Achromobacter seleniivolatilans
Achromobacter semiaridum
Achromobacter sp.
Achromobacter sp. 01N37
Achromobacter sp. 10N424
Achromobacter sp. 10N425_2
Achromobacter sp. 10T422
Achromobacter sp. 10T423
Achromobacter sp. 18P8.1.1
Achromobacter sp. 1L-A-2-E-C2
Achromobacter sp. 1L-A-4-B-C2
Achromobacter sp. 2789STDY5608615
Achromobacter sp. 2789STDY5608621
Achromobacter sp. 2789STDY5608628
Achromobacter sp. 2789STDY5608633
Achromobacter sp. 413638
Achromobacter sp. 77
Achromobacter sp. ACM01
Achromobacter sp. ACM02
Achromobacter sp. ACM03
Achromobacter sp. ACM04
Achromobacter sp. ACM05
Achromobacter sp. ACRQX
Achromobacter sp. AGC14
Achromobacter sp. AGC25
Achromobacter sp. AGC27
Achromobacter sp. AGC61
Achromobacter sp. AGC78
Achromobacter sp. AGC82
Achromobacter sp. AGC86
Achromobacter sp. AGC93
Achromobacter sp. ASV32
Achromobacter sp. ASV4
Achromobacter sp. Bel
Achromobacter sp. CF-sbj1-Ac2-l
Achromobacter sp. CSND-B12
Achromobacter sp. D10
Achromobacter sp. DH1f
Achromobacter sp. DMS1
Achromobacter sp. E1
Achromobacter sp. EB05
Achromobacter sp. ES-001
Achromobacter sp. ESBL13
Achromobacter sp. F4_2707
Achromobacter sp. GD03932
Achromobacter sp. GbtcB20
Achromobacter sp. HNDS-1
Achromobacter sp. HZ01
Achromobacter sp. HZ28
Achromobacter sp. HZ34
Achromobacter sp. ISS7
Achromobacter sp. JCM 18799
Achromobacter sp. JD-1
Achromobacter sp. JD417
Achromobacter sp. JUb104
Achromobacter sp. K91
Achromobacter sp. KAs 3-5
Achromobacter sp. KK8
Achromobacter sp. LC458
Achromobacter sp. M1
Achromobacter sp. MFA1 R4
Achromobacter sp. MUI-25009338
Achromobacter sp. MUI-25019435-1T
Achromobacter sp. MUI-25019435-2
Achromobacter sp. MY14
Achromobacter sp. MYb9
Achromobacter sp. Marseille-Q0513
Achromobacter sp. Marseille-Q4954
Achromobacter sp. Marseille-Q4962
Achromobacter sp. NCFB-sbj8-Ac1-l
Achromobacter sp. NCFB-sbj8-Ac4-l
Achromobacter sp. NFACC18-2
Achromobacter sp. NPDC008082
Achromobacter sp. NPDC058515
Achromobacter sp. PAB15
Achromobacter sp. PD1
Achromobacter sp. RTa
Achromobacter sp. RW408
Achromobacter sp. Root170
Achromobacter sp. Root565
Achromobacter sp. Root83
Achromobacter sp. SD115
Achromobacter sp. SIMBA_011
Achromobacter sp. SIMBA_014
Achromobacter sp. SIMBA_017
Achromobacter sp. SLBN-14
Achromobacter sp. SS2-2022
Achromobacter sp. SX5
Achromobacter sp. T5-5
Achromobacter sp. UBA2119
Achromobacter sp. UBA4530
Achromobacter sp. UBA5777
Achromobacter sp. UBA5986
Achromobacter sp. UMC46
Achromobacter sp. UMC71
Achromobacter xylosoxidans C54
Achromobacter xylosoxidans JCM 9787
Achromobacter xylosoxidans NBRC 15126 = ATCC 27061
Achromobacter xylosoxidans NH44784-1996
Achromobacter xylosoxidans X02736
Acidaminobacter sp. JC074
Acidaminobacteraceae bacterium
Acidaminobacterium chupaoyuni
Acidaminococcaceae bacterium UBA2453
Acidaminococcaceae bacterium UBA2812
Acidaminococcaceae bacterium UBA2842
Acidaminococcaceae bacterium UBA2873
Acidaminococcaceae bacterium UBA7746
Acidaminococcales bacterium
Acidaminococcus faecalis
Acidaminococcus hominis
Acidaminococcus intestini
Acidaminococcus intestini CAG:325
Acidaminococcus intestini DSM 21505
Acidaminococcus intestini RyC-MR95
Acidaminococcus nyctereutis
Acidaminococcus sp. AM05-11
Acidaminococcus sp. AM33-14BH
Acidaminococcus sp. BV3L6
Acidaminococcus sp. CAG:542
Acidaminococcus sp. CAG:917
Acidaminococcus sp. HCP3S3_G9_1
Acidaminococcus sp. HCP3S3_H5
Acidaminococcus sp. HPA0509
Acidaminococcus sp. UBA2733
Acidaminococcus sp. UBA2908
Acidaminococcus sp. UBA7736
Acidibacillus sp.
Acidibacter sp.
Acidibrevibacterium sp.
Acidicapsa acidisoli
Acidicapsa dinghuensis
Acidicapsa ligni
Acidiferrimicrobium australe
Acidiferrimicrobium sp. IK
Acidihalobacter sp.
Acidiluteibacter sp.
Acidimangrovimonas pyrenivorans
Acidimangrovimonas sp.
Acidimicrobiaceae bacterium AH-315-P05
Acidimicrobiaceae bacterium RAAP-2
Acidimicrobiaceae bacterium RAAP-3
Acidimicrobiaceae bacterium TMED130
Acidimicrobiaceae bacterium TMED189
Acidimicrobiaceae bacterium TMED210
Acidimicrobiaceae bacterium TMED224
Acidimicrobiaceae bacterium TMED244
Acidimicrobiaceae bacterium TMED77
Acidimicrobiaceae bacterium UBA2093
Acidimicrobiaceae bacterium UBA668
Acidimicrobiaceae bacterium UBA6895
Acidimicrobiaceae bacterium UBA7323
Acidimicrobiaceae bacterium UBA7830
Acidimicrobiales bacterium 20-64-4
Acidimicrobiales bacterium AG-410-I20
Acidimicrobiales bacterium AG-410-K21
Acidimicrobiales bacterium AG-414-N20
Acidimicrobiales bacterium Acd.OSU.001
Acidimicrobiales bacterium MED-G01
Acidimicrobiales bacterium UBA7543
Acidimicrobiales bacterium mtb01
Acidimicrobiia bacterium BACL6 MAG-120322-bin79
Acidimicrobiia bacterium BACL6 MAG-120910-bin40
Acidimicrobiia bacterium BACL6 MAG-120924-bin43
Acidimicrobiia bacterium BACL6 MAG-121220-bin61
Acidimicrobiia bacterium REDSEA-S09_B7
Acidimicrobiia bacterium REDSEA-S14_B4
Acidimicrobiia bacterium REDSEA-S20_B6
Acidimicrobiia bacterium REDSEA-S21_B10
Acidimicrobiia bacterium REDSEA-S33_B8N9
Acidimicrobiia bacterium UBA1281
Acidimicrobiia bacterium UBA2766
Acidimicrobiia bacterium UBA4461
Acidimicrobiia bacterium UBA4744
Acidimicrobiia bacterium UBA5794
Acidimicrobiia bacterium UBA6912
Acidimicrobium ferrooxidans
Acidimicrobium sp. BACL17 MAG-120924-bin0
Acidimicrobium sp. BACL19 MAG-120924-bin39
Acidimicrobium sp. BACL27 MAG-120823-bin4
Acidimicrobium sp. UBA3006
Acidimicrobium sp. UBA3010
Acidimicrobium sp. UBA3029
Acidimicrobium sp. UBA3116
Acidimicrobium sp. UBA4025
Acidimicrobium sp. UBA4028
Acidiphilium acidophilum
Acidiphilium acidophilum DSM 700
Acidiphilium angustum ATCC 35903
Acidiphilium cryptum JF-5
Acidiphilium multivorum
Acidiphilium sp.
Acidiphilium sp. 20-67-58
Acidiphilium sp. 21-60-14
Acidiphilium sp. 21-62-4
Acidiphilium sp. 21-66-27
Acidiphilium sp. 21-68-69
Acidiphilium sp. 34-60-192
Acidiphilium sp. 34-64-41
Acidiphilium sp. 37-60-79
Acidiphilium sp. 37-64-53
Acidiphilium sp. 37-67-22
Acidiphilium sp. AL
Acidiphilium sp. CAG:727
Acidiphilium sp. JA12-A1
Acidiphilium sp. MT5
Acidiphilium sp. PA
Acidiphilium sp. PM
Acidipila sp. EB88
Acidipropionibacterium acidipropionici ATCC 4875
Acidipropionibacterium acidipropionici DSM 4900
Acidipropionibacterium jensenii
Acidipropionibacterium jensenii DSM 20535
Acidipropionibacterium thoenii
Acidipropionibacterium thoenii DSM 20276
Acidisoma cladoniae
Acidisoma sibiricum
Acidisoma sp.
Acidisoma sp. 7E03
Acidisoma sp. C75
Acidisoma sp. L85
Acidisoma sp. S159
Acidisphaera sp. L21
Acidisphaera sp. S103
Aciditerrimonas ferrireducens JCM 15389
Acidithiobacillaceae bacterium
Acidithiobacillales bacterium
Acidithiobacillales bacterium SG8_45
Acidithiobacillales bacterium SM1_46
Acidithiobacillales bacterium SM23_46
Acidithiobacillus albertensis
Acidithiobacillus caldus
Acidithiobacillus caldus SM-1
Acidithiobacillus ferrivorans SS3
Acidithiobacillus ferrooxidans
Acidithiobacillus ferrooxidans ATCC 53993
Acidithiobacillus ferrooxidans BY-3
Acidithiobacillus ferrooxidans F221
Acidithiobacillus sibiricus
Acidithiobacillus sp. 'AMD consortium'
Acidithiobacillus sp. AC3
Acidithiobacillus sp. AMEEHan
Acidithiobacillus sp. BN09-2
Acidithiobacillus sp. CV18-2
Acidithiobacillus sp. CV18-3
Acidithiobacillus sp. GGI-221
Acidithiobacillus sp. HP-11
Acidithiobacillus sp. HP-2
Acidithiobacillus sp. HP-6
Acidithiobacillus sp. IBUN Pt1247-S3
Acidithiobacillus sp. M4-SHS-6
Acidithiobacillus sp. MC2.2
Acidithiobacillus sp. MC6.1
Acidithiobacillus sp. PG05
Acidithiobacillus sp. TH-A117
Acidithiobacillus sp. TH-A118
Acidithiobacillus sp. TH-A35
Acidithiobacillus sp. TH-A36
Acidithiobacillus sp. TH-A56
Acidithiobacillus sp. TH-A67
Acidithiobacillus sp. TH-A7
Acidithiobacillus sp. VAN18-2
Acidithiobacillus sp. VAN18-4
Acidithiobacillus thiooxidans
Acidithiobacillus thiooxidans A01
Acidithrix sp.
Acidithrix sp. C25
Acidobacteria bacterium 13_1_20CM_2_55_15
Acidobacteria bacterium 13_1_20CM_2_57_8
Acidobacteria bacterium 13_1_20CM_2_60_10
Acidobacteria bacterium 13_1_20CM_2_65_9
Acidobacteria bacterium 13_1_20CM_2_68_14
Acidobacteria bacterium 13_1_20CM_2_68_7
Acidobacteria bacterium 13_1_20CM_3_53_8
Acidobacteria bacterium 13_1_20CM_3_58_11
Acidobacteria bacterium 13_1_20CM_4_56_7
Acidobacteria bacterium 13_1_20CM_4_57_11
Acidobacteria bacterium 13_1_20CM_58_21
Acidobacteria bacterium 13_1_40CM_2_56_11
Acidobacteria bacterium 13_1_40CM_2_56_5
Acidobacteria bacterium 13_1_40CM_2_60_7
Acidobacteria bacterium 13_1_40CM_2_64_6
Acidobacteria bacterium 13_1_40CM_2_68_10
Acidobacteria bacterium 13_1_40CM_2_68_5
Acidobacteria bacterium 13_1_40CM_3_55_6
Acidobacteria bacterium 13_1_40CM_3_56_11
Acidobacteria bacterium 13_1_40CM_3_65_5
Acidobacteria bacterium 13_1_40CM_4_57_6
Acidobacteria bacterium 13_1_40CM_4_58_4
Acidobacteria bacterium 13_1_40CM_4_61_5
Acidobacteria bacterium 13_1_40CM_4_65_8
Acidobacteria bacterium 13_1_40CM_4_69_4
Acidobacteria bacterium 13_1_40CM_56_16
Acidobacteria bacterium 13_1_40CM_65_14
Acidobacteria bacterium 13_2_20CM_2_57_12
Acidobacteria bacterium 13_2_20CM_2_57_6
Acidobacteria bacterium 13_2_20CM_2_66_4
Acidobacteria bacterium 13_2_20CM_56_17
Acidobacteria bacterium 13_2_20CM_57_17
Acidobacteria bacterium 13_2_20CM_57_7
Acidobacteria bacterium 13_2_20CM_58_27
Acidobacteria bacterium 21-70-11
Acidobacteria bacterium 28-1
Acidobacteria bacterium 28-9
Acidobacteria bacterium 37-65-4
Acidobacteria bacterium 37-71-11
Acidobacteria bacterium 5-1
Acidobacteria bacterium AB60
Acidobacteria bacterium ACB1
Acidobacteria bacterium ACB2
Acidobacteria bacterium ACD
Acidobacteria bacterium ADurb.Bin051
Acidobacteria bacterium ADurb.Bin340
Acidobacteria bacterium AH-259-A15
Acidobacteria bacterium AH-259-D05
Acidobacteria bacterium AH-259-G07
Acidobacteria bacterium AH-259-L09
Acidobacteria bacterium AH-259-O06
Acidobacteria bacterium CG_4_9_14_3_um_filter_49_7
Acidobacteria bacterium Ga0074141
Acidobacteria bacterium Ga0077522
Acidobacteria bacterium Ga0077534
Acidobacteria bacterium Ga0077551
Acidobacteria bacterium Ga0077553
Acidobacteria bacterium JGI 0001001-H03
Acidobacteria bacterium OLB17
Acidobacteria bacterium RBG_13_68_16
Acidobacteria bacterium RBG_16_64_8
Acidobacteria bacterium RBG_16_68_9
Acidobacteria bacterium RBG_16_70_10
Acidobacteria bacterium RIFCSPHIGHO2_01_FULL_67_28
Acidobacteria bacterium RIFCSPHIGHO2_02_FULL_67_57
Acidobacteria bacterium RIFCSPHIGHO2_12_FULL_67_30
Acidobacteria bacterium RIFCSPLOWO2_02_FULL_59_13
Acidobacteria bacterium RIFCSPLOWO2_02_FULL_60_20
Acidobacteria bacterium RIFCSPLOWO2_02_FULL_61_28
Acidobacteria bacterium RIFCSPLOWO2_02_FULL_64_15
Acidobacteria bacterium RIFCSPLOWO2_02_FULL_65_29
Acidobacteria bacterium RIFCSPLOWO2_02_FULL_67_21
Acidobacteria bacterium RIFCSPLOWO2_02_FULL_67_36
Acidobacteria bacterium RIFCSPLOWO2_02_FULL_68_18
Acidobacteria bacterium RIFCSPLOWO2_12_FULL_54_10
Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11
Acidobacteria bacterium RIFCSPLOWO2_12_FULL_60_22
Acidobacteria bacterium RIFCSPLOWO2_12_FULL_65_11
Acidobacteria bacterium RIFCSPLOWO2_12_FULL_66_10
Acidobacteria bacterium RIFCSPLOWO2_12_FULL_66_21
Acidobacteria bacterium RIFCSPLOWO2_12_FULL_67_14
Acidobacteria bacterium RIFCSPLOWO2_12_FULL_67_14b
Acidobacteria bacterium RIFCSPLOWO2_12_FULL_68_19
Acidobacteria bacterium SCGC AG-212-P17
Acidobacteria bacterium SCN 69-37
Acidobacteria bacterium UBA2140
Acidobacteria bacterium UBA2161
Acidobacteria bacterium UBA2167
Acidobacteria bacterium UBA2990
Acidobacteria bacterium UBA2994
Acidobacteria bacterium UBA2999
Acidobacteria bacterium UBA5166
Acidobacteria bacterium UBA6628
Acidobacteria bacterium UBA6911
Acidobacteria bacterium UBA7540
Acidobacteria bacterium UBA823
Acidobacteria bacterium UBA890
Acidobacteria bacterium bin61
Acidobacteria subdivision 13 bacterium RH2 MAG17b
Acidobacteria subdivision 2 bacterium RH1 MAG20
Acidobacteriaceae bacterium KBS 146
Acidobacteriaceae bacterium KBS 83
Acidobacteriaceae bacterium KBS 89
Acidobacteriaceae bacterium T6-7.55
Acidobacteriaceae bacterium T6-7.94
Acidobacteriaceae bacterium TAA 166
Acidobacteriaceae bacterium UBA1307
Acidobacteriaceae bacterium UBA1795
Acidobacteriaceae bacterium dw_441
Acidobacteriales bacterium 13_1_40CM_3_55_5
Acidobacteriales bacterium 13_2_20CM_2_55_5
Acidobacteriales bacterium 13_2_20CM_55_8
Acidobacteriales bacterium 59-55
Acidobacteriia bacterium 12-62-4
Acidobacteriia bacterium AH_259_A11_L15
Acidobacteriia bacterium SbA2
Acidobacteriia bacterium UBA6623
Acidobacteriota bacterium DAS_389
Acidobacteriota bacterium T6-6.17
Acidobacteriota bacterium T6-8.59
Acidobacterium sp. S8
Acidocella aluminiidurans
Acidocella aquatica
Acidocella facilis
Acidocella facilis ATCC 35904
Acidocella sp. 20-57-95
Acidocella sp. 20-58-15
Acidocella sp. 20-61-6
Acidocella sp. 20-63-7
Acidocella sp. 21-58-7
Acidocella sp. 35-58-6
Acidocella sp. C78
Acidocella sp. KAb 2-4
Acidocella sp. MX-AZ02
Acidocella sp. MX-AZ03
Acidomonas methanolica NBRC 104435
Acidothermaceae bacterium
Acidothermaceae bacterium B102
Acidothermus cellulolyticus
Acidovorax bellezanensis
Acidovorax benzenivorans
Acidovorax cavernicola
Acidovorax defluvii
Acidovorax delafieldii 2AN
Acidovorax lacteus
Acidovorax radicis N35
Acidovorax radicis N35v
Acidovorax sacchari
Acidovorax sp. 100
Acidovorax sp. 106
Acidovorax sp. 107
Acidovorax sp. 16-64-162
Acidovorax sp. 17-64-282
Acidovorax sp. 210-6
Acidovorax sp. 22279
Acidovorax sp. 24-64-9
Acidovorax sp. 28-64-14
Acidovorax sp. 30
Acidovorax sp. 32-64-7
Acidovorax sp. 35-64-16
Acidovorax sp. 39-64-12
Acidovorax sp. 56
Acidovorax sp. 59
Acidovorax sp. 62
Acidovorax sp. 65-7
Acidovorax sp. 69
Acidovorax sp. 93
Acidovorax sp. 94
Acidovorax sp. 99
Acidovorax sp. A1169
Acidovorax sp. A79
Acidovorax sp. AC410
Acidovorax sp. ACV01
Acidovorax sp. ACV02
Acidovorax sp. BL-A-41-H1
Acidovorax sp. BLS4
Acidovorax sp. BoFeN1
Acidovorax sp. CCH12-A4
Acidovorax sp. CCYZU-2555
Acidovorax sp. CF316
Acidovorax sp. DMC1
Acidovorax sp. DW039
Acidovorax sp. FG27
Acidovorax sp. FG42
Acidovorax sp. FG48
Acidovorax sp. FG60
Acidovorax sp. FHTAMBA
Acidovorax sp. FJL06
Acidovorax sp. GBBC 1281
Acidovorax sp. GBBC 3297
Acidovorax sp. GBBC 3299
Acidovorax sp. GBBC 3332
Acidovorax sp. GBBC 3333
Acidovorax sp. GBBC 3334
Acidovorax sp. GBBC 712
Acidovorax sp. GW101-3H11
Acidovorax sp. HMWF018
Acidovorax sp. HMWF029
Acidovorax sp. IB03
Acidovorax sp. JG5
Acidovorax sp. JHL-3
Acidovorax sp. JHL-9
Acidovorax sp. JMULE5
Acidovorax sp. JS42
Acidovorax sp. K2F
Acidovorax sp. KNOB132
Acidovorax sp. KPB24-03
Acidovorax sp. KPB24-07
Acidovorax sp. Leaf160
Acidovorax sp. Leaf191
Acidovorax sp. Leaf73
Acidovorax sp. Leaf76
Acidovorax sp. Leaf78
Acidovorax sp. Leaf84
Acidovorax sp. LjRoot117
Acidovorax sp. LjRoot118
Acidovorax sp. LjRoot129
Acidovorax sp. LjRoot194
Acidovorax sp. LjRoot204
Acidovorax sp. LjRoot38
Acidovorax sp. LjRoot66
Acidovorax sp. LjRoot74
Acidovorax sp. M14
Acidovorax sp. M2(2025)
Acidovorax sp. NB1
Acidovorax sp. NCPPB 2350
Acidovorax sp. NCPPB 3576
Acidovorax sp. NCPPB 3859
Acidovorax sp. NCPPB 4044
Acidovorax sp. NN32
Acidovorax sp. NO-1
Acidovorax sp. NPDC077664
Acidovorax sp. NPDC077693
Acidovorax sp. PRC11
Acidovorax sp. Q11
Acidovorax sp. Root217
Acidovorax sp. Root219
Acidovorax sp. Root267
Acidovorax sp. Root275
Acidovorax sp. Root402
Acidovorax sp. Root568
Acidovorax sp. Root70
Acidovorax sp. SCN 65-108
Acidovorax sp. SCN 65-28
Acidovorax sp. SCN 68-22
Acidovorax sp. SD340
Acidovorax sp. SDU_ACID1
Acidovorax sp. SRB_24
Acidovorax sp. SRI_002
Acidovorax sp. ST3
Acidovorax sp. SUPP1855
Acidovorax sp. SUPP2522
Acidovorax sp. SUPP2539
Acidovorax sp. SUPP2825
Acidovorax sp. SUPP3334
Acidovorax sp. SUPP3434
Acidovorax sp. SUPP950
Acidovorax sp. T1m
Acidovorax sp. WCS2018Cala2-16
Acidovorax sp. WCS2018Cala2-18
Acidovorax sp. WCS2018Noco2-12
Acidovorax sp. WCS2018Noco2-16
Acidovorax sp. WCS2018Noco2-17
Acidovorax sp. WCS2018Noco2-34
Acidovorax sp. WCS2018Noco2-43
Acidovorax sp. sic0104
Acidovorax sp. sif0613
Acidovorax sp. sif0632
Acidovorax sp. sif0715
Acidovorax sp. sif0732
Acidovorax sp. sif1233
Aciduricibacillus chroicocephali
Acinetobacter baumannii 1007214
Acinetobacter baumannii 1022959
Acinetobacter baumannii 1031433
Acinetobacter baumannii 1032241
Acinetobacter baumannii 1032359
Acinetobacter baumannii 1035119
Acinetobacter baumannii 1036938
Acinetobacter baumannii 1039621
Acinetobacter baumannii 1040094
Acinetobacter baumannii 1042969-1197
Acinetobacter baumannii 1042969-1265
Acinetobacter baumannii 1043794
Acinetobacter baumannii 1043903
Acinetobacter baumannii 1045092
Acinetobacter baumannii 1046051
Acinetobacter baumannii 1046674
