assembly_id,organism_name,is_fungi,match_method,genbank_group,assembly_level,genbank_assembly_accession,refseq_paired_assembly,genbank_organism_name
GCA_030708095.1,Trichoderma sp. CBMAI-0020,Y,assembly_exact,fungi,Contig,GCA_030708095.1,na,Trichoderma sp. CBMAI-0020
GCA_033439795.1,Sordaria brevicollis,Y,assembly_exact,fungi,Contig,GCA_033439795.1,na,Sordaria brevicollis
GCA_037577415.1,Fusarium compactum,Y,assembly_exact,fungi,Contig,GCA_037577415.1,na,Fusarium compactum
GCA_038088755.1,Boletus aff. separans,Y,assembly_exact,fungi,Scaffold,GCA_038088755.1,na,Boletus aff. separans
GCA_038089275.1,Pulveroboletus cf. rosaemariae,Y,assembly_exact,fungi,Scaffold,GCA_038089275.1,na,Pulveroboletus cf. rosaemariae
GCA_038092835.1,Boletus pseudoseparans,Y,assembly_exact,fungi,Scaffold,GCA_038092835.1,na,Boletus pseudoseparans
GCF_000264905.1,Stereum hirsutum,Y,assembly_exact,fungi,Scaffold,GCA_000264905.1,GCF_000264905.1,Stereum hirsutum FP-91666 SS1
GCF_001204775.2,Aspergillus nomiae,Y,assembly_exact,fungi,Contig,GCA_001204775.2,GCF_001204775.2,Aspergillus nomiae NRRL 13137
GCF_001447935.2,Debaryomyces fabryi,Y,assembly_exact,fungi,Contig,GCA_001447935.2,GCF_001447935.2,Debaryomyces fabryi
GCF_001636725.1,Cordyceps fumosorosea,Y,assembly_exact,fungi,Scaffold,GCA_001636725.1,GCF_001636725.1,Cordyceps fumosorosea ARSEF 2679
GCF_001661335.1,Babjeviella inositovora,Y,assembly_exact,fungi,Scaffold,GCA_001661335.1,GCF_001661335.1,Babjeviella inositovora NRRL Y-12698
GCF_003344945.1,Aspergillus welwitschiae,Y,assembly_exact,fungi,Scaffold,GCA_003344945.1,GCF_003344945.1,Aspergillus welwitschiae
GCA_000442015.1,Rozella allomycis,Y,assembly_exact,fungi,Scaffold,GCA_000442015.1,na,Rozella allomycis CSF55
GCA_000444155.1,Cladonia macilenta,Y,assembly_exact,fungi,Scaffold,GCA_000444155.1,na,Cladonia macilenta KoLRI003786
GCA_000812125.1,Aspergillus ustus,Y,assembly_exact,fungi,Scaffold,GCA_000812125.1,na,Aspergillus ustus
GCA_000817185.1,Magnusiomyces clavatus,Y,assembly_exact,fungi,Scaffold,GCA_000817185.1,na,Magnusiomyces clavatus CNRMA 12.647
GCA_001262555.1,Fusarium nygamai,Y,assembly_exact,fungi,Scaffold,GCA_001262555.1,na,Fusarium nygamai
GCA_001936135.1,Saccharomycopsis fibuligera x Saccharomycopsis cf. fibuligera,Y,assembly_exact,fungi,Chromosome,GCA_001936135.1,na,Saccharomycopsis fibuligera x Saccharomycopsis cf. fibuligera
GCA_002370815.1,Metschnikowia hamakuensis,Y,assembly_exact,fungi,Scaffold,GCA_002370815.1,na,Metschnikowia hamakuensis
GCA_002370875.1,Metschnikowia arizonensis,Y,assembly_exact,fungi,Scaffold,GCA_002370875.1,na,Metschnikowia arizonensis
GCA_003707605.2,Tetrapisispora fleetii,Y,assembly_exact,fungi,Scaffold,GCA_003707605.2,na,Tetrapisispora fleetii
GCA_003707945.3,Wickerhamomyces bovis,Y,assembly_exact,fungi,Scaffold,GCA_003707945.3,na,Taiozyma bovis
GCA_003708205.2,Isabelozyma gotoi,Y,assembly_exact,fungi,Scaffold,GCA_003708205.2,na,Isabelozyma gotoi
GCA_003990745.1,Jimgerdemannia flammicorona,Y,assembly_exact,fungi,Contig,GCA_003990745.1,na,Jimgerdemannia flammicorona
GCA_004769165.1,Aspergillus cejpii,Y,assembly_exact,fungi,Contig,GCA_004769165.1,na,Aspergillus cejpii
GCA_008079325.1,Morchella conica,Y,assembly_exact,fungi,Scaffold,GCA_008079325.1,na,Morchella conica
GCA_009804965.1,Neurospora sp. FGSC 26632,Y,assembly_exact,fungi,Scaffold,GCA_009804965.1,na,Neurospora sp. FGSC 26632
GCA_010015515.1,Trichoderma sp. TW21990_1,Y,assembly_exact,fungi,Scaffold,GCA_010015515.1,na,Trichoderma sp. TW21990_1
GCA_013180725.1,Saccharomyces cerevisiae x Saccharomyces kudriavzevii x Saccharomyces uvarum,Y,assembly_exact,fungi,Scaffold,GCA_013180725.1,na,Saccharomyces cerevisiae x Saccharomyces kudriavzevii x Saccharomyces uvarum
GCA_013266205.1,Fusarium decemcellulare,Y,assembly_exact,fungi,Scaffold,GCA_013266205.1,na,Fusarium decemcellulare
GCA_013396015.1,Fusarium mexicanum,Y,assembly_exact,fungi,Scaffold,GCA_013396015.1,na,Fusarium mexicanum
GCA_013420875.1,Thelonectria rubi,Y,assembly_exact,fungi,Scaffold,GCA_013420875.1,na,Thelonectria rubi
GCA_014825545.1,Cystofilobasidium capitatum,Y,assembly_exact,fungi,Scaffold,GCA_014825545.1,na,Cystofilobasidium capitatum
GCA_015680625.1,Mortierella hygrophila,Y,assembly_exact,fungi,Scaffold,GCA_015680625.1,na,Mortierella hygrophila
GCA_016800925.1,Suillus spraguei,Y,assembly_exact,fungi,Contig,GCA_016800925.1,na,Suillus spraguei
GCA_016920805.1,Stagonosporopsis cucurbitacearum,Y,assembly_exact,fungi,Scaffold,GCA_016920805.1,na,Stagonosporopsis cucurbitacearum
GCA_022664585.2,Zalerion maritima,Y,assembly_exact,fungi,Scaffold,GCA_022664585.2,na,Zalerion maritima
GCA_023626235.1,Talaromyces sp. PYS2902,Y,assembly_exact,fungi,Scaffold,GCA_023626235.1,na,Talaromyces sp. PYS2902
GCA_023626375.1,Talaromyces sp. PF30-5,Y,assembly_exact,fungi,Scaffold,GCA_023626375.1,na,Talaromyces sp. PF30-5
GCA_023628975.1,Wickerhamiella pararugosa,Y,assembly_exact,fungi,Scaffold,GCA_023628975.1,na,Wickerhamiella pararugosa
GCA_023653515.1,Trichoderma orchidacearum,Y,assembly_exact,fungi,Scaffold,GCA_023653515.1,na,Trichoderma orchidacearum
GCA_024243955.1,Pancytospora epiphaga,Y,assembly_exact,fungi,Scaffold,GCA_024243955.1,na,Pancytospora epiphaga
GCA_027578955.1,Coemansia sp. RSA 1250,Y,assembly_exact,fungi,Scaffold,GCA_027578955.1,na,Coemansia sp. RSA 1250
GCA_029850275.1,Chrysosporium keratinophilum,Y,assembly_exact,fungi,Scaffold,GCA_029850275.1,na,Chrysosporium keratinophilum
GCA_030347605.1,Trichosporon sp. DN520,Y,assembly_exact,fungi,Contig,GCA_030347605.1,na,Trichosporon sp. DN520
GCA_030558145.1,Barnettozyma sucrosica (nom. inval.),Y,assembly_exact,fungi,Scaffold,GCA_030558145.1,na,Barnettozyma sucrosica
GCA_030563985.1,Geotrichum restrictum,Y,assembly_exact,fungi,Scaffold,GCA_030563985.1,na,Geotrichum restrictum
GCA_030565045.1,Starmera caribaea,Y,assembly_exact,fungi,Scaffold,GCA_030565045.1,na,Starmera caribaea
GCA_030567235.1,Hanseniaspora clermontiae,Y,assembly_exact,fungi,Scaffold,GCA_030567235.1,na,Hanseniaspora clermontiae
GCA_030573015.1,Metschnikowia peoriensis,Y,assembly_exact,fungi,Scaffold,GCA_030573015.1,na,Metschnikowia peoriensis
GCA_030573655.1,Cylindricascospora bacillispora,Y,assembly_exact,fungi,Scaffold,GCA_030573655.1,na,Cylindricascospora bacillispora
GCA_030582575.1,Candida buenavistaensis,Y,assembly_exact,fungi,Scaffold,GCA_030582575.1,na,Candida buenavistaensis
GCA_030783925.1,Aschersonia sp. MBC 735,Y,assembly_exact,fungi,Contig,GCA_030783925.1,na,Aschersonia sp. MBC 735
GCA_032988195.1,Arachnomyces sp. PD_36,Y,assembly_exact,fungi,Scaffold,GCA_032988195.1,na,Arachnomyces sp. PD_36
GCA_033819885.1,Microbotryomycetes sp. JL201,Y,assembly_versionless,fungi,Contig,GCA_033819885.2,na,Microbotryomycetes sp. JL201
GCA_036971405.1,Orbilia quercus,Y,assembly_exact,fungi,Scaffold,GCA_036971405.1,na,Orbilia quercus
GCA_038089375.1,Pseudoaustroboletus valens,Y,assembly_exact,fungi,Scaffold,GCA_038089375.1,na,Pseudoaustroboletus valens
GCA_038089835.1,Retiboletus flavoniger,Y,assembly_exact,fungi,Scaffold,GCA_038089835.1,na,Retiboletus flavoniger
GCA_038090735.1,Xerocomellus amylosporus,Y,assembly_exact,fungi,Scaffold,GCA_038090735.1,na,Xerocomellus amylosporus
GCA_038091165.1,Rubroboletus pulcherrimus,Y,assembly_exact,fungi,Scaffold,GCA_038091165.1,na,Rubroboletus pulcherrimus
GCA_038091415.1,Leccinum variicolor,Y,assembly_exact,fungi,Scaffold,GCA_038091415.1,na,Leccinum variicolor
GCA_038091935.1,Leccinum insigne,Y,assembly_exact,fungi,Scaffold,GCA_038091935.1,na,Leccinum insigne
GCF_000149035.1,Colletotrichum graminicola,Y,assembly_exact,fungi,Scaffold,GCA_000149035.1,GCF_000149035.1,Colletotrichum graminicola M1.001
GCF_000338995.1,Bipolaris sorokiniana,Y,assembly_exact,fungi,Scaffold,GCA_000338995.1,GCF_000338995.1,Bipolaris sorokiniana ND90Pr
GCF_002865645.1,Hyaloscypha bicolor,Y,assembly_exact,fungi,Scaffold,GCA_002865645.1,GCF_002865645.1,Hyaloscypha bicolor E
GCF_003144135.1,Microstroma glucosiphilum,Y,assembly_exact,fungi,Scaffold,GCA_003144135.1,GCF_003144135.1,Microstroma glucosiphilum
GCF_020744475.1,Fusarium redolens,Y,assembly_exact,fungi,Contig,GCA_020744475.1,GCF_020744475.1,Fusarium redolens
GCF_024613125.1,Pisolithus orientalis,Y,assembly_exact,fungi,Contig,GCA_024613125.1,GCF_024613125.1,Pisolithus orientalis
GCF_030549165.1,Lasiosphaeria miniovina,Y,assembly_exact,fungi,Contig,GCA_030549165.1,GCF_030549165.1,Lasiosphaeria miniovina
GCA_000230595.3,Edhazardia aedis,Y,assembly_exact,fungi,Scaffold,GCA_000230595.3,na,Edhazardia aedis USNM 41457
GCA_000504405.2,Mycosphaerella sp. Ston1,Y,assembly_exact,fungi,Scaffold,GCA_000504405.2,na,Mycosphaerella sp. Ston1
GCA_000835395.1,Exophiala sideris,Y,assembly_exact,fungi,Scaffold,GCA_000835395.1,na,Exophiala sideris
GCA_001625285.1,Colletotrichum incanum,Y,assembly_exact,fungi,Scaffold,GCA_001625285.1,na,Colletotrichum incanum
GCA_001662585.1,Pseudogymnoascus sp. WSF 3629,Y,assembly_exact,fungi,Scaffold,GCA_001662585.1,na,Pseudogymnoascus sp. WSF 3629
GCA_002287475.2,Pyrrhoderma noxium,Y,assembly_exact,fungi,Chromosome,GCA_002287475.2,na,Pyrrhoderma noxium
GCA_002374735.1,Metschnikowia sp. 13-106.1,Y,assembly_exact,fungi,Scaffold,GCA_002374735.1,na,Metschnikowia sp. 13-106.1
GCA_003707895.3,Ambrosiozyma pseudovanderkliftii,Y,assembly_exact,fungi,Scaffold,GCA_003707895.3,na,Ambrosiozyma pseudovanderkliftii
GCA_004016085.1,Claviceps quebecensis,Y,assembly_exact,fungi,Contig,GCA_004016085.1,na,Claviceps quebecensis
GCA_004335285.1,Ascochyta fabae,Y,assembly_exact,fungi,Contig,GCA_004335285.1,na,Ascochyta fabae
GCA_007556565.1,Elsinoe fawcettii,Y,assembly_exact,fungi,Scaffold,GCA_007556565.1,na,Elsinoe fawcettii
GCA_010094045.1,Lojkania enalia,Y,assembly_exact,fungi,Scaffold,GCA_010094045.1,na,Lojkania enalia
GCA_011634665.1,Mortierella sp. BCC40632,Y,assembly_exact,fungi,Contig,GCA_011634665.1,na,Mortierella sp. BCC40632
GCA_012365135.1,Pyrenophora graminea,Y,assembly_exact,fungi,Scaffold,GCA_012365135.1,na,Pyrenophora graminea
GCA_013305925.1,Geotrichum reessii,Y,assembly_exact,fungi,Scaffold,GCA_013305925.1,na,Geotrichum reessii
GCA_017580825.2,Aureobasidium zeae,Y,assembly_exact,fungi,Contig,GCA_017580825.2,na,Aureobasidium zeae
GCA_017607445.1,Histoplasma ohiense,Y,assembly_exact,fungi,Contig,GCA_017607445.1,na,Histoplasma ohiense
GCA_018360255.1,Claviceps maximensis,Y,assembly_exact,fungi,Contig,GCA_018360255.1,na,Claviceps maximensis
GCA_018524685.1,Podaxis sp. MADm22,Y,assembly_exact,fungi,Scaffold,GCA_018524685.1,na,Podaxis sp. MADm22
GCA_019155655.1,Kregervanrija delftensis,Y,assembly_exact,fungi,Contig,GCA_019155655.1,na,Kregervanrija delftensis
GCA_020746995.1,Plectosphaerella cucumerina,Y,assembly_exact,fungi,Contig,GCA_020746995.1,na,Plectosphaerella cucumerina
GCA_023079495.1,Xylaria sp. L1 SY-2022,Y,assembly_exact,fungi,Contig,GCA_023079495.1,na,Xylaria sp. L1 SY-2022
GCA_023159215.1,Xylariaceae sp. AK1471,Y,assembly_exact,fungi,Contig,GCA_023159215.1,na,Xylariaceae sp. AK1471
GCA_025174535.1,Cantharellus purpuraceus,Y,assembly_exact,fungi,Contig,GCA_025174535.1,na,Cantharellus purpuraceus
GCA_027575805.1,Mycoemilia scoparia,Y,assembly_exact,fungi,Scaffold,GCA_027575805.1,na,Mycoemilia scoparia
GCA_029298975.1,Ophiostoma novo-ulmi,Y,assembly_exact,fungi,Contig,GCA_029298975.1,na,Ophiostoma novo-ulmi subsp. americana
GCA_030039245.1,Naganishia vaughanmartiniae,Y,assembly_exact,fungi,Contig,GCA_030039245.1,na,Naganishia vaughanmartiniae
GCA_030407005.1,Desarmillaria ectypa,Y,assembly_exact,fungi,Contig,GCA_030407005.1,na,Desarmillaria ectypa
GCA_030556775.1,Scheffersomyces quercinus,Y,assembly_exact,fungi,Scaffold,GCA_030556775.1,na,Scheffersomyces quercinus
GCA_030557155.1,Cyberlindnera amylophila,Y,assembly_exact,fungi,Scaffold,GCA_030557155.1,na,Petasospora amylophila
GCA_030561465.1,Suhomyces kunorum,Y,assembly_exact,fungi,Scaffold,GCA_030561465.1,na,Suhomyces kunorum
GCA_030565145.1,Candida parachauliodes,Y,assembly_exact,fungi,Contig,GCA_030565145.1,na,Insectozyma parachauliodis
GCA_030578575.1,Ogataea neopini,Y,assembly_exact,fungi,Scaffold,GCA_030578575.1,na,Ogataea neopini
GCA_030579935.1,Ambrosiozyma cicatricosa,Y,assembly_exact,fungi,Scaffold,GCA_030579935.1,na,Ambrosiozyma cicatricosa
GCA_030780645.1,Aschersonia sp. MBC 508,Y,assembly_exact,fungi,Contig,GCA_030780645.1,na,Aschersonia sp. MBC 508
GCA_031081905.1,Debaryomycetaceae sp. ZIM 2471,Y,assembly_exact,fungi,Scaffold,GCA_031081905.1,na,Debaryomycetaceae sp. ZIM 2471
GCA_033807695.1,Daedaleopsis sinensis,Y,assembly_exact,fungi,Chromosome,GCA_033807695.1,na,Daedaleopsis sinensis
GCA_036971165.1,Arthrobotrys iridis,Y,assembly_exact,fungi,Scaffold,GCA_036971165.1,na,Arthrobotrys iridis
GCA_038021145.1,Phyllosticta citriasiana,Y,assembly_exact,fungi,Contig,GCA_038021145.1,GCF_038021145.1,Phyllosticta citriasiana
GCA_038089855.1,Royoungia palumana,Y,assembly_exact,fungi,Scaffold,GCA_038089855.1,na,Royoungia palumana
GCA_038090595.1,Leccinum subfulvum,Y,assembly_exact,fungi,Scaffold,GCA_038090595.1,na,Leccinum subfulvum
GCA_038091315.1,Porphyrellus cyaneotinctus,Y,assembly_exact,fungi,Scaffold,GCA_038091315.1,na,Porphyrellus cyaneotinctus
GCA_038091835.1,Leccinum ochraceum,Y,assembly_exact,fungi,Scaffold,GCA_038091835.1,na,Leccinum ochraceum
GCA_928865425.1,Ustilago cynodontis,Y,name_exact,fungi,,,,Ustilago cynodontis
GCA_949709075.1,Wickerhamomyces alni,Y,name_exact,fungi,,,,Wickerhamomyces alni
GCF_000026945.1,Candida dubliniensis,Y,assembly_exact,fungi,Complete Genome,GCA_000026945.1,GCF_000026945.1,Candida dubliniensis CD36
GCF_000150035.1,Vanderwaltozyma polyspora,Y,assembly_exact,fungi,Scaffold,GCA_000150035.1,GCF_000150035.1,Vanderwaltozyma polyspora DSM 70294
GCF_000226115.1,Thermothielavioides terrestris,Y,assembly_exact,fungi,Complete Genome,GCA_000226115.1,GCF_000226115.1,Thermothielavioides terrestris NRRL 8126
GCF_000315645.1,Penicillium digitatum,Y,assembly_exact,fungi,Scaffold,GCA_000315645.2,GCF_000315645.1,Penicillium digitatum Pd1
GCF_000835515.1,Exophiala oligosperma,Y,assembly_exact,fungi,Scaffold,GCA_000835515.1,GCF_000835515.1,Exophiala oligosperma
GCF_003019875.1,Amorphotheca resinae,Y,assembly_exact,fungi,Scaffold,GCA_003019875.1,GCF_003019875.1,Amorphotheca resinae ATCC 22711
GCF_013402915.1,Zygotorulaspora mrakii,Y,assembly_exact,fungi,Complete Genome,GCA_013402915.1,GCF_013402915.1,Zygotorulaspora mrakii
GCF_014235925.1,Colletotrichum truncatum,Y,assembly_versionless,fungi,Contig,GCA_014235925.2,GCF_014235925.2,Colletotrichum truncatum
GCF_015533775.1,Penicillium roqueforti,Y,assembly_exact,fungi,Scaffold,GCA_015533775.1,GCF_015533775.1,Penicillium roqueforti
GCF_023758025.1,Alternaria triticimaculans,Y,assembly_exact,fungi,Scaffold,GCA_023758025.1,GCF_023758025.1,Alternaria triticimaculans
GCA_000785685.1,Uromyces viciae-fabae,Y,assembly_exact,fungi,Scaffold,GCA_000785685.1,na,Uromyces viciae-fabae
GCA_001414355.1,Hymenoscyphus salicellus,Y,assembly_exact,fungi,Contig,GCA_001414355.1,na,Hymenoscyphus salicellus
GCA_001599055.1,Thielaviopsis ethacetica,Y,assembly_exact,fungi,Scaffold,GCA_001599055.1,na,Thielaviopsis ethacetica
GCA_001600315.1,Apiotrichum gamsii,Y,assembly_exact,fungi,Scaffold,GCA_001600315.1,na,Apiotrichum gamsii
GCA_001931775.1,Fomitopsis pinicola,Y,assembly_exact,fungi,Scaffold,GCA_001931775.1,na,Fomitopsis pinicola
GCA_002921095.1,Cladosporium sp. SL-16,Y,assembly_exact,fungi,Contig,GCA_002921095.1,na,Cladosporium sp. SL-16
GCA_003314055.1,Lactifluus hygrophoroides,Y,assembly_exact,fungi,Scaffold,GCA_003314055.1,na,Lactifluus hygrophoroides
GCA_003316505.1,Suillus alpinus,Y,assembly_exact,fungi,Scaffold,GCA_003316505.1,na,Suillus alpinus
GCA_003707835.3,Suhomyces emberorum,Y,assembly_exact,fungi,Scaffold,GCA_003707835.3,na,Suhomyces emberorum
GCA_003988855.1,Arachnopeziza araneosa,Y,assembly_exact,fungi,Scaffold,GCA_003988855.1,na,Arachnopeziza araneosa
GCA_011503125.2,Botryosphaeria dothidea,Y,assembly_exact,fungi,Contig,GCA_011503125.2,na,Botryosphaeria dothidea
GCA_014825535.1,Cystofilobasidium bisporidii,Y,assembly_exact,fungi,Scaffold,GCA_014825535.1,na,Cystofilobasidium bisporidii
GCA_015499995.1,Flammula alnicola,Y,assembly_exact,fungi,Contig,GCA_015499995.1,na,Flammula alnicola
GCA_016628065.1,Suillus lakei,Y,assembly_exact,fungi,Contig,GCA_016628065.1,na,Suillus lakei
GCA_017140175.1,Fusarium staphyleae,Y,assembly_exact,fungi,Scaffold,GCA_017140175.1,na,Fusarium staphyleae
GCA_018360215.1,Claviceps spartinae,Y,assembly_exact,fungi,Contig,GCA_018360215.1,na,Claviceps spartinae
GCA_019191175.1,Fusarium veterinarium,Y,assembly_exact,fungi,Scaffold,GCA_019191175.1,na,Fusarium veterinarium
GCA_019627735.1,Serendipita sp. 400,Y,assembly_exact,fungi,Scaffold,GCA_019627735.1,na,Serendipita sp. 400
GCA_021464525.1,Rhizophagus sp. LPA8_4_AMF,Y,assembly_exact,fungi,Contig,GCA_021464525.1,na,Rhizophagus sp. LPA8_4_AMF
GCA_022813625.1,Aaosphaeria pasadenensis,Y,assembly_exact,fungi,Scaffold,GCA_022813625.1,na,Aaosphaeria pasadenensis
GCA_023619815.1,Aspergillus neotritici,Y,assembly_exact,fungi,Scaffold,GCA_023619815.1,na,Aspergillus neotritici
GCA_024734325.1,Lactarius hatsudake,Y,assembly_exact,fungi,Contig,GCA_024734325.1,na,Lactarius hatsudake
GCA_025435555.1,Chytriomyces cf. hyalinus JEL632,Y,assembly_exact,fungi,Scaffold,GCA_025435555.1,na,Chytriomyces cf. hyalinus JEL632
GCA_025503055.1,Sordariomycetes sp. B11D1,Y,assembly_exact,fungi,Scaffold,GCA_025503055.1,na,Sordariomycetes sp. B11D1
GCA_027577495.1,Coemansia sp. RSA 720,Y,assembly_exact,fungi,Scaffold,GCA_027577495.1,na,Coemansia sp. RSA 720
GCA_027577535.1,Coemansia sp. RSA 552,Y,assembly_exact,fungi,Scaffold,GCA_027577535.1,na,Coemansia sp. RSA 552
GCA_027577795.1,Coemansia sp. RSA 530,Y,assembly_exact,fungi,Scaffold,GCA_027577795.1,na,Coemansia sp. RSA 530
GCA_027627235.1,Agrocybe chaxingu,Y,assembly_exact,fungi,Scaffold,GCA_027627235.1,na,Agrocybe chaxingu
GCA_030407065.1,Armillaria nabsnona,Y,assembly_exact,fungi,Contig,GCA_030407065.1,na,Armillaria nabsnona
GCA_030556585.1,Geotrichum carabidarum,Y,assembly_exact,fungi,Scaffold,GCA_030556585.1,na,Geotrichum carabidarum
GCA_030559035.1,Ogataea wickerhamii,Y,assembly_exact,fungi,Scaffold,GCA_030559035.1,na,Ogataea wickerhamii
GCA_030561405.1,Suhomyces atakaporum,Y,assembly_exact,fungi,Scaffold,GCA_030561405.1,na,Suhomyces atakaporum
GCA_030561945.1,Metschnikowia krissii,Y,assembly_exact,fungi,Scaffold,GCA_030561945.1,na,Metschnikowia krissii
GCA_030568555.1,Suhomyces bolitotheri,Y,assembly_exact,fungi,Contig,GCA_030568555.1,na,Suhomyces bolitotheri
GCA_030569395.1,Cyberlindnera rhodanensis,Y,assembly_exact,fungi,Scaffold,GCA_030569395.1,na,Petasospora rhodanensis
GCA_030569995.1,Lachancea cidri,Y,assembly_exact,fungi,Scaffold,GCA_030569995.1,na,Lachancea cidri
GCA_030579155.1,Sungouiella ecuadorensis,Y,assembly_exact,fungi,Scaffold,GCA_030579155.1,na,Sungouiella ecuadorensis
GCA_030581615.1,Alloascoidea africana,Y,assembly_exact,fungi,Scaffold,GCA_030581615.1,na,Alloascoidea africana
GCA_037952705.1,Haplographium delicatum,Y,assembly_exact,fungi,Scaffold,GCA_037952705.1,na,Haplographium delicatum
GCA_038089555.1,Chalciporus chontae,Y,assembly_exact,fungi,Scaffold,GCA_038089555.1,na,Chalciporus chontae
GCA_038090015.1,Leccinellum albellum,Y,assembly_exact,fungi,Scaffold,GCA_038090015.1,na,Leccinellum albellum
GCA_038091255.1,Tylopilus intermedius,Y,assembly_exact,fungi,Scaffold,GCA_038091255.1,na,Tylopilus intermedius
GCA_038092875.1,Lanmaoa pseudosensibilis,Y,assembly_exact,fungi,Scaffold,GCA_038092875.1,na,Lanmaoa pseudosensibilis
GCF_000150675.1,Verticillium dahliae,Y,assembly_exact,fungi,Scaffold,GCA_000150675.2,GCF_000150675.1,Verticillium dahliae VdLs.17
GCF_001299255.1,Cyphellophora attinorum,Y,assembly_exact,fungi,Contig,GCA_001299255.1,GCF_001299255.1,Cyphellophora attinorum
GCF_001661255.1,Wickerhamomyces anomalus,Y,assembly_exact,fungi,Scaffold,GCA_001661255.1,GCF_001661255.1,Wickerhamomyces anomalus NRRL Y-366-8
GCF_002742065.1,Cercospora beticola,Y,assembly_exact,fungi,Chromosome,GCA_002742065.1,GCF_002742065.1,Cercospora beticola
GCF_003369625.1,Aspergillus mulundensis,Y,assembly_exact,fungi,Scaffold,GCA_003369625.1,GCF_003369625.1,Aspergillus mulundensis
GCF_028502605.1,Trichoderma breve,Y,assembly_exact,fungi,Chromosome,GCA_028502605.1,GCF_028502605.1,Trichoderma breve
GCF_028827165.1,Penicillium cosmopolitanum,Y,assembly_exact,fungi,Contig,GCA_028827165.1,GCF_028827165.1,Penicillium cosmopolitanum
GCA_000482085.2,Cladonia metacorallifera,Y,assembly_exact,fungi,Scaffold,GCA_000482085.2,na,Cladonia metacorallifera KoLRI002260
GCA_000827495.1,Hypholoma sublateritium,Y,assembly_exact,fungi,Scaffold,GCA_000827495.1,na,Hypholoma sublateritium FD-334 SS-4
GCA_001642415.1,Nematocida sp. ERTm5,Y,assembly_exact,fungi,Scaffold,GCA_001642415.1,na,Nematocida ironsii
GCA_002120335.1,Hypoxylon sp. EC38,Y,assembly_exact,fungi,Scaffold,GCA_002120335.1,na,Hypoxylon sp. EC38
GCA_002242865.1,Clarireedia sp. CPB17,Y,assembly_exact,fungi,Scaffold,GCA_002242865.1,na,Clarireedia sp. CPB17
GCA_002796735.1,Alternaria brassicicola,Y,assembly_exact,fungi,Contig,GCA_002796735.1,na,Alternaria brassicicola
GCA_002851715.1,Verticillium klebahnii,Y,assembly_exact,fungi,Scaffold,GCA_002851715.1,na,Verticillium klebahnii
GCA_002916455.1,Penicillium sp. CF05,Y,assembly_exact,fungi,Scaffold,GCA_002916455.1,na,Penicillium sp. CF05
GCA_002927005.1,Aspergillus pseudoterreus,Y,assembly_exact,fungi,Scaffold,GCA_002927005.1,na,Aspergillus pseudoterreus
GCA_003316565.1,Russula foetens,Y,assembly_exact,fungi,Scaffold,GCA_003316565.1,na,Russula foetens
GCA_003614995.1,Cladosporium phlei,Y,assembly_exact,fungi,Contig,GCA_003614995.1,na,Cladosporium phlei
