organism_name,assembly_id
Leishmania infantum,GCA_037177885.1
Leishmania infantum,GCA_037177905.1
Leishmania infantum,GCA_037177915.1
Leishmania infantum,GCA_037177945.1
Leishmania infantum,GCA_037177955.1
Leishmania infantum,GCA_037177985.1
Leishmania infantum,GCA_037178005.1
Leishmania infantum,GCA_037178015.1
Leishmania infantum,GCA_037178045.1
Leishmania infantum,GCA_037178065.1
Leishmania infantum,GCA_037178075.1
Leishmania infantum,GCA_037178095.1
Leishmania infantum,GCA_037178125.1
Leishmania infantum,GCA_037178145.1
Leishmania infantum,GCA_037178165.1
Leishmania infantum,GCA_037178175.1
Leishmania infantum,GCA_037178195.1
Leishmania infantum,GCA_037178225.1
Leishmania infantum,GCA_037178235.1
Leishmania infantum,GCA_037178265.1
Leishmania infantum,GCA_037178275.1
Leishmania infantum,GCA_037178305.1
Leishmania infantum,GCA_037178315.1
Leishmania infantum,GCA_037178345.1
Leishmania infantum,GCA_037178365.1
Leishmania infantum,GCA_037178385.1
Leishmania infantum,GCA_037178395.1
Leishmania infantum,GCA_037178405.1
Leishmania infantum,GCA_037178465.1
Leishmania infantum,GCA_037178485.1
Leishmania infantum,GCA_037178505.1
Leishmania infantum,GCA_037178515.1
Leishmania infantum,GCA_037178525.1
Leishmania infantum,GCA_037178565.1
Leishmania infantum,GCA_037178585.1
Nannochloropsis oceanica,GCA_037830525.2
Aureococcus anophagefferens,GCA_037953725.1
Phaeodactylum tricornutum,GCA_037954215.1
Globisporangium cryptoirregulare,GCA_037965435.1
Globisporangium irregulare,GCA_037965455.1
Albugo candida,GCA_038020745.1
Globisporangium irregulare,GCA_038048875.1
Globisporangium irregulare,GCA_038048945.1
Globisporangium cylindrosporum,GCA_038050585.1
Globisporangium cryptoirregulare,GCA_038050695.1
Globisporangium cryptoirregulare,GCA_038050715.1
Globisporangium cylindrosporum,GCA_038050735.1
Globisporangium cryptoirregulare,GCA_038050755.1
Globisporangium cylindrosporum,GCA_038050775.1
Globisporangium cryptoirregulare,GCA_038050795.1
Globisporangium cryptoirregulare,GCA_038050825.1
Globisporangium cryptoirregulare,GCA_038050845.1
Globisporangium cryptoirregulare,GCA_038050865.1
Globisporangium cryptoirregulare,GCA_038050885.1
Globisporangium irregulare,GCA_038050905.1
Globisporangium irregulare,GCA_038050925.1
Globisporangium irregulare,GCA_038050935.1
Globisporangium irregulare,GCA_038050945.1
Globisporangium irregulare,GCA_038050995.1
Globisporangium irregulare,GCA_038051025.1
Globisporangium irregulare,GCA_038051045.1
Globisporangium irregulare,GCA_038051075.1
Globisporangium irregulare,GCA_038051115.1
Globisporangium irregulare,GCA_038051135.1
Globisporangium irregulare,GCA_038051155.1
Globisporangium irregulare,GCA_038051175.1
Globisporangium irregulare,GCA_038051185.1
Globisporangium irregulare,GCA_038051225.1
Globisporangium irregulare,GCA_038051295.1
Cyclospora cayetanensis,GCA_038051855.1
Giardia duodenalis,GCA_038381485.1
Giardia duodenalis,GCA_038381495.1
Giardia duodenalis,GCA_038381505.1
Giardia duodenalis,GCA_038381595.1
Giardia duodenalis,GCA_038381605.1
Giardia duodenalis,GCA_038381615.1
Blastocystis sp. DL,GCA_039096925.1
Blastocystis sp. ATCC 50177/Nand II,GCA_039096935.1
Marteilia pararefringens,GCA_039583845.1
Phytophthora sojae,GCA_039619315.1
Euglena gracilis,GCA_039621445.1
Plasmodium vivax,GCA_040114635.1
Barthelona sp. PAP020,GCA_040182905.1
Cryptosporidium parvum,GCA_040285075.1
Barthelona sp. PCE,GCA_040285745.1
Eukaryota sp. TZLM3-RCL,GCA_040285805.1
Eukaryota sp. TZLM1-RC,GCA_040285825.1
Eukaryota sp. GEM-RC1,GCA_040285855.1
Bonamia ostreae,GCA_040357525.1
Paramarteilia canceri,GCA_040357535.1
Cercozoa sp. M6MM,GCA_040357565.2
Leishmania utingensis,GCA_040363505.1
Leishmania shawi,GCA_040363515.1
Leishmania naiffi,GCA_040363635.1
Leishmania shawi,GCA_040363645.1
Leishmania lindenbergi,GCA_040363675.1
Albugo candida,GCA_040437565.1
Amphiroa fragilissima,GCA_040437705.1
Prymnesium parvum,GCA_040529085.1
Prymnesium parvum,GCA_040529105.1
Pythium cedri,GCA_040581585.1
Lithothamnion corallioides,GCA_040759835.1
Phymatolithon calcareum,GCA_040759855.1
Alaria nana,GCA_040966275.1
Lessoniopsis littoralis,GCA_040966315.1
Paralia guyana,GCA_041146295.1
Aurantiochytrium sp. L3W,GCA_041154985.1
Aurantiochytrium sp. 10LW,GCA_041155005.1
Aurantiochytrium sp. 10W,GCA_041155025.1
Aurantiochytrium sp. 9LR,GCA_041155045.1
Aurantiochytrium sp. 8W,GCA_041155065.1
Tritrichomonas foetus,GCA_041260205.1
Prymnesium parvum,GCA_041296205.1
Nannochloropsis oceanica,GCA_041531705.1
Leishmania panamensis,GCA_041682195.1
Leishmania cf. guyanensis/panamensis,GCA_041682205.1
Leishmania panamensis,GCA_041682215.1
Leishmania cf. guyanensis/panamensis,GCA_041682225.1
Leishmania guyanensis,GCA_041682325.1
Leishmania braziliensis,GCA_041682335.1
Leishmania braziliensis,GCA_041682345.1
Leishmania braziliensis,GCA_041682365.1
Babesia sp.,GCA_041734975.1
Babesia sp.,GCA_041734995.1
Willaertia magna,GCA_041937235.1
Phytophthora crassamura,GCA_042082245.1
Nothophytophthora amphigynosa,GCA_042082265.1
Phytophthora asiatica,GCA_042082275.1
Phytophthora attenuata,GCA_042082295.1
Phytophthora cinnamomi,GCA_042082325.1
Phytophthora elongata,GCA_042082345.1
Phytophthora flexuosa,GCA_042082425.1
Phytophthora formosa,GCA_042082445.1
Phytophthora gibbosa,GCA_042082505.1
Phytophthora gregata,GCA_042082525.1
Phytophthora hedraiandra,GCA_042082605.1
Phytophthora intricata,GCA_042082625.1
Phytophthora litoralis,GCA_042082645.1
Phytophthora lilii,GCA_042082685.1
Phytophthora humicola,GCA_042082705.1
Phytophthora multivora,GCA_042082745.1
Phytophthora meadii,GCA_042082825.1
Phytophthora nagaii,GCA_042082865.1
Phytophthora ornamentata,GCA_042082885.1
Phytophthora plurivora,GCA_042082905.1
Phytophthora rosacearum,GCA_042082915.1
Phytophthora pseudolactucae,GCA_042083055.1
Phytophthora tubulina,GCA_042083075.1
Phytophthora x heterohybrida,GCA_042083115.1
Phytophthora x incrassata,GCA_042083155.1
Phytophthora x cambivora,GCA_042083235.1
Tritrichomonas sp. LL5,GCA_042220005.1
Phytophthora melonis,GCA_042257365.1
Pyropia vietnamensis,GCA_042855435.1
Gracilaria parvispora,GCA_042902725.1
Acanthophora spicifera,GCA_043090175.1
Skeletonema sp.,GCA_043172635.1
Skeletonema sp.,GCA_043176855.1
Pseudo-nitzschia sp.,GCA_043176875.1
Phaeocystis sp.,GCA_043251255.1
Phaeocystis sp.,GCA_043251265.1
Geminigera sp.,GCA_043251375.1
Geminigera sp.,GCA_043251435.1
Thalassiosira sp.,GCA_043251475.1
Skeletonema sp.,GCA_043251535.1
Thalassiosira sp.,GCA_043251555.1
Pseudo-nitzschia sp.,GCA_043251575.1
Chaetoceros sp.,GCA_043251635.1
Trypanosoma evansi,GCA_043380945.1
Plasmodium yoelii nigeriensis,GCA_043381365.1
Plasmodium yoelii nigeriensis,GCA_043381415.1
Collodictyon triciliatum,GCA_043381765.1
Kappaphycus striatus,GCA_043790055.1
Paramecium bursaria,GCA_043974915.1
Paramecium bursaria,GCA_043974975.1
Trypanosoma cruzi,GCA_044048535.1
Globisporangium huanghuaiense,GCA_044231605.1
Phytophthora infestans,GCA_044509515.1
Leishmania braziliensis,GCA_044509535.1
Leishmania braziliensis,GCA_044509545.1
Cryptosporidium parvum,GCA_045166965.1
Cryptosporidium parvum,GCA_045166985.1
Cryptosporidium parvum,GCA_045167005.1
Cryptosporidium hominis,GCA_045269125.1
Babesia canis rossi,GCA_045269395.1
Willaertia magna,GCA_045837595.1
Naegleria clarki,GCA_045837705.1
Vermamoeba vermiformis,GCA_045837725.1
Entamoeba nuttalli,GCA_045861985.1
Acanthamoeba terricola,GCA_046055985.1
Acanthamoeba griffini,GCA_046056075.1
Acanthamoeba castellanii,GCA_046056115.1
Lafontella sp. GMO-01,GCA_046056295.1
Phytophthora oleae,GCA_046127205.1
Trypanosoma vivax,GCA_046128835.1
Sargassum natans,GCA_046244995.1
Blastocrithidia triatomae,GCA_046254795.1
Bacillariaceae sp.,GCA_046255035.1
Prymnesium sp.,GCA_046255225.1
Bacillariaceae sp.,GCA_046255245.1
Bacillariaceae sp.,GCA_046255265.1
Hedophyllum nigripes,GCA_046269345.1
Sargassum obtusifolium,GCA_046269565.1
Phaeostrophion irregulare,GCA_046269665.1
Sargassum fluitans,GCA_046270385.1
Sargassum platycarpum,GCA_046270705.1
Tetrahymena thermophila,GCA_046463895.1
Colpoda cucullus,GCA_046529125.1
Palmaria palmata,GCA_046563775.1
Skeletonema costatum,GCA_046619385.1
Saccharina japonica,GCA_046627945.1
Eimeria acervulina,GCA_046718765.1
Phytophthora ramorum,GCA_046861845.1
Phytophthora ramorum,GCA_046861995.1
Phytophthora ramorum,GCA_046862035.1
Trichomonas gallinae,GCA_047301465.1
Pentatrichomonas hominis,GCA_047301545.1
Trichomonas tenax,GCA_047301845.1
Trichomonas sp. genotype 2a,GCA_047372375.1
Trichomonas sp. genotype 1c,GCA_047372395.1
Tetrahymena malaccensis,GCA_047372845.1
Tetrahymena utriculariae,GCA_047372865.1
Tetrahymena malaccensis,GCA_047372885.1
Padina boergesenii,GCA_047404095.1
Dictyopteris delicatula,GCA_047404155.1
Amoebophrya sp. ex Karlodinium veneficum,GCA_047430905.1
Nitzschia sp. sing1,GCA_047456565.1
Thalassiosira rotula,GCA_047495695.1
Halteria grandinella,GCA_047495895.1
Strombidium cf. sulcatum,GCA_047495925.1
Eimeria maxima,GCA_047654765.1
Aurantiochytrium sp. AURO_iCABeR20,GCA_047655155.1
Phytophthora gonapodyides,GCA_047676585.1
Scytosiphon lomentaria,GCA_047748095.1
Reclinomonas americana ATCC 50394,GCA_048213135.1
Euplotes amieti,GCA_048569255.1
Leidyana gryllorum,GCA_048772705.1
Leishmania tropica,GCA_048773145.2
Cryptosporidium parvum,GCA_048859185.1
Saccharina japonica,GCA_048937235.1
Saccharina japonica,GCA_048937375.1
Gracilaria salicornia,GCA_049174655.1
Cryptosporidium serpentis,GCA_049309605.1
Obscuromonas eliasi,GCA_049481335.1
Obscuromonas volfi,GCA_049481355.1
Obscuromonas oborniki,GCA_049481365.1
Blastocrithidia frustrata,GCA_049481415.1
Blastocrithidia raabei,GCA_049481475.1
Giardia duodenalis assemblage A,GCA_049639855.1
Spongospora subterranea f. sp. subterranea,GCA_049724395.1
Phytophthora cactorum,GCA_049863115.1
Isotricha sp. SAG1,GCA_049901795.1
Toxoplasma gondii,GCA_049996585.1
Theileria haneyi,GCA_050329265.1
Phytophthora cinnamomi,GCA_050331855.1
Cryptosporidium serpentis,GCA_050437105.1
Cryptosporidium serpentis,GCA_050494125.1
Cryptosporidium serpentis,GCA_050494235.1
Plasmodium simium,GCA_050575225.1
Bostrychia moritziana,GCA_050630625.1
Leishmania major,GCA_051013985.1
Cryptosporidium serpentis,GCA_051169045.1
Trypanosoma cruzi,GCA_051170875.1
Microchloropsis salina,GCA_051200715.1
Leishmania guyanensis,GCA_051201275.1
Leishmania naiffi,GCA_051201425.1
Leishmania shawi,GCA_051201445.1
Tetramitus sp.,GCA_051313705.1
Bacillariaceae sp.,GCA_051339905.1
Bacillariaceae sp.,GCA_051339925.1
Epithemia clementina (nom. ined.),GCA_051400955.1
Babesia ovis,GCA_051529585.1
Plasmopara halstedii,GCA_051530165.1
Entamoeba marina,GCA_051620835.1
Nannochloropsis oceanica,GCA_051622145.2
Perkinsus olseni,GCA_051622615.1
Plasmopara halstedii,GCA_051820855.1
Plasmopara halstedii,GCA_051820915.1
Eimeria stiedae,GCA_051911505.1
Eimeria flavescens,GCA_051911515.1
Eimeria intestinalis,GCA_051911535.1
Eimeria magna,GCA_051911575.1
Eimeria media,GCA_051911595.1
Amphidinium carterae,GCA_051942585.1
Leishmania guyanensis,GCA_051989525.1
Leishmania shawi,GCA_051989855.1
Pythium sp. MPC-2022a,GCA_051996515.1
Globisporangium cryptoirregulare,GCA_051996535.1
Globisporangium irregulare,GCA_051997085.1
Saccharina sculpera,GCA_052056835.1
Fragilariopsis sp. K-0637,GCA_052057305.1
Fragilariopsis sp. RCC4612,GCA_052057345.1
Fragilariopsis sp. RCC4608,GCA_052057425.1
Fragilariopsis sp. RCC4604,GCA_052057445.1
Fragilariopsis sp. CCMP1102,GCA_052057465.1
Trichomonas vaginalis,GCA_052324655.1
Tetrahymena utriculariae,GCA_052426195.1
Phytophthora abietivora,GCA_052575295.1
Babesia gibsoni,GCA_052818155.1
Paramecium bursaria,GCA_053455385.1
Babesia caballi,GCA_053477425.1
Trypanosoma platydactyli,GCA_053525015.1
Leishmania tarentolae,GCA_053525035.1
Phytophthora capsici,GCA_053541045.1
Babesia bovis,GCA_053569505.1
Phytophthora capsici,GCA_053574365.1
Trichomonas vaginalis,GCA_054049055.1
Pythium sp. B7052-1,GCA_054083355.1
Eucheuma denticulatum,GCA_054131385.1
Trypanosoma larimichthysi,GCA_054345675.1
Gracilaria vermiculophylla,GCA_054346105.1
Heterostelium pallidum,GCA_054501735.1
Amorphochlora amoebiformis,GCA_054601695.1
Blastocystis sp. subtype 1,GCA_054643315.1
Nannochloropsis oceanica,GCA_054655715.1
Effrenium voratum,GCA_054658055.1
Pyropia yezoensis,GCA_054658335.1
Chrysotila carterae,GCA_054660715.1
Paramecium calkinsi,GCA_054733055.1
Globisporangium polare,GCA_054786475.1
Paramecium tetraurelia,GCA_054790855.1
Dictyostelium dimigraforme,GCA_054859025.1
Dictyostelium citrinum,GCA_054859145.1
Dictyostelium cf. discoideum,GCA_054859205.1
Dictyostelium cf. discoideum,GCA_054859235.1
Dictyostelium citrinum,GCA_054859325.1
Dictyostelium discoideum,GCA_054859355.1
Dictyostelium discoideum,GCA_054859385.1
Dictyostelium discoideum,GCA_054883475.1
Chaetoceros neogracilis,GCA_055048815.1
Haplosporidium nelsoni,GCA_055256115.1
Phytophthora austrocedri,GCA_055305815.1
Phytophthora austrocedri,GCA_055305935.1
Capsaspora owczarzaki,GCA_055379525.1
Phaeodactylum tricornutum,GCA_055434865.1
Plasmopara viticola,GCA_055472655.1
Pelagomonas calceolata,GCA_055505165.1
Macrocystis pyrifera,GCA_055673625.1
Macrocystis pyrifera,GCA_055673715.1
Leishmania peruviana,GCA_055690235.1
Leishmania peruviana,GCA_055690245.1
Leishmania peruviana,GCA_055690285.1
Plasmodiophora brassicae,GCA_055690855.1
Macrocystis pyrifera,GCA_055697805.1
Macrocystis pyrifera,GCA_055768785.1
Vischeria sp. NIBR-HCW20,GCA_056139075.1
Fragilariopsis sp. RCC5511,GCA_056151395.1
Fragilariopsis sp. RCC5501,GCA_056151425.1
Fragilariopsis sp. RCC5325,GCA_056151455.1
Fragilariopsis sp. RCC5208,GCA_056151475.1
Fragilariopsis sp. RCC4289,GCA_056151495.1
Plasmodium falciparum,GCA_056151745.1
Plasmodium falciparum,GCA_056151765.1
Pythium insidiosum,GCA_056152645.1
Actinocyclus actinochilus,GCA_056152665.1
Pythium insidiosum,GCA_056152685.1
Pythium insidiosum,GCA_056152705.1
Pythium insidiosum,GCA_056152725.1
Pythium insidiosum,GCA_056152745.1
Pythium insidiosum,GCA_056152765.1
Pythium insidiosum,GCA_056152785.1
Pythium insidiosum,GCA_056152805.1
Pythium insidiosum,GCA_056152825.1
Pythium insidiosum,GCA_056152845.1
Pythium insidiosum,GCA_056152865.1
Pythium insidiosum,GCA_056152885.1
Pythium insidiosum,GCA_056152905.1
Pythium insidiosum,GCA_056152925.1
Pythium insidiosum,GCA_056152945.1
Pythium insidiosum,GCA_056152965.1
Pythium insidiosum,GCA_056152985.1
Pythium insidiosum,GCA_056153005.1
Pythium insidiosum,GCA_056153035.1
Pythium insidiosum,GCA_056153065.1
Pythium insidiosum,GCA_056153215.1
Pythium insidiosum,GCA_056153245.1
Trypanosoma carassii,GCA_056247815.1
Trypanosoma cruzi,GCA_056248245.1
Cryptosporidium proliferans,GCA_056278765.1
Tritrichomonas sp. MEG-2016a ic1,GCA_056320265.1
Tritrichomonas casperi,GCA_056320305.1
Trypanosoma cruzi,GCA_056321935.1
Phytophthora medicaginis,GCA_056364845.1
Chaetoceros socialis,GCA_056412565.1
Choanoeca flexa,GCA_056507845.1
Theileria parva parva,GCA_056747635.1
Trypanosoma congolense,GCA_056783695.1
Vischeria sp. WL1,GCA_056824635.1
Pythium insidiosum,GCA_056868305.1
Paralagenidium karlingii,GCA_056868315.1
Galdieria mesoamericana,GCA_057165405.1
Galdieria sulphuraria,GCA_057165425.1
Cryptosporidium bovis,GCA_057166865.1
Trypanosoma cruzi,GCA_057166885.1
Trypanosoma cruzi,GCA_057166905.1
Margolisiella sp. 23004-MA1,GCA_057381155.1
Pseudo-nitzschia sp. YHN1,GCA_057381285.1
Pythium aphanidermatum,GCA_057533505.1
Calcidiscus leptoporus,GCA_057557405.1
Trypanosoma evansi,GCA_057657675.1
Halocafeteria seosinensis,GCA_057816405.1
Halocafeteria seosinensis,GCA_057816425.1
Entamoeba histolytica,GCA_057946535.1
Entamoeba dispar,GCA_057946545.1
Balamuthia mandrillaris,GCA_057986245.1
Trypanosoma grosi,GCA_058130045.1
Plasmodium chabaudi chabaudi,GCA_900002335.2
Plasmodium yoelii,GCA_900002395.1
Plasmodium knowlesi strain H,GCA_900004885.2
Plasmodium knowlesi strain H,GCA_900005025.2
Plasmodium berghei,GCA_900044335.1
Giardia duodenalis,GCA_900069105.1
Plasmodium berghei,GCA_900088445.1
Plasmodium ovale wallikeri,GCA_900088545.1
Plasmodium ovale curtisi,GCA_900088555.1
Plasmodium ovale curtisi,GCA_900088565.1
Plasmodium malariae,GCA_900088575.1
Plasmodium malariae,GCA_900090005.1
Plasmodium ovale,GCA_900090025.2
Plasmodium ovale,GCA_900090035.2
Rostrostelium ellipticum,GCA_900092235.1
Acytostelium leptosomum,GCA_900092245.1
Synstelium polycarpum,GCA_900092255.1
Coremiostelium polycephalum,GCA_900092265.1
Cavenderia deminutiva,GCA_900092275.1
Plasmodium vivax,GCA_900093535.1
Plasmodium vivax,GCA_900093545.1
Plasmodium vivax,GCA_900093555.2
Plasmodium berghei,GCA_900095545.1
Plasmodium chabaudi chabaudi,GCA_900095555.1
Plasmodium chabaudi adami,GCA_900095565.1
Plasmodium berghei,GCA_900095585.1
Plasmodium praefalciparum (nom. ined.),GCA_900095595.1
Plasmodium chabaudi chabaudi,GCA_900095605.1
Plasmodium chabaudi adami,GCA_900095625.1
Plasmodium berghei,GCA_900095635.1
Plasmodium reichenowi,GCA_900097025.1
Plasmodium gaboni,GCA_900097045.1
Plasmodium knowlesi,GCA_900162085.1
Plasmodium vivax,GCA_900178095.1
Plasmodium cynomolgi,GCA_900180395.1
Trichomonas tenax,GCA_900231805.1
Plasmodium billcollinsi,GCA_900240055.1
Aphanomyces astaci,GCA_900243735.1
Trypanosoma cruzi,GCA_900252365.1
Plasmodiophora brassicae,GCA_900303365.2
Aphanomyces euteiches,GCA_900312765.1
Trypanosoma brucei brucei,GCA_900497135.1
Leishmania infantum JPCM5,GCA_900500625.2
Leishmania braziliensis MHOM/BR/75/M2904,GCA_900537975.2
Hydrurus foetidus,GCA_900617105.1
Plasmodium falciparum,GCA_900617135.1
Plasmodium vinckei petteri,GCA_900617785.1
Plasmodium vinckei vinckei,GCA_900617805.1
Plasmodium vinckei brucechwatti,GCA_900617815.1
Plasmodium yoelii killicki,GCA_900617825.1
Plasmodium yoelii killicki,GCA_900617835.1
Plasmodium yoelii,GCA_900617845.1
Plasmodium yoelii,GCA_900617855.1
Plasmodium yoelii,GCA_900617865.1
Plasmodium yoelii,GCA_900617875.1
Plasmodium yoelii,GCA_900617885.1
Plasmodium falciparum,GCA_900631975.1
Plasmodium falciparum,GCA_900631985.1
Plasmodium falciparum,GCA_900631995.1
Plasmodium falciparum,GCA_900632005.1
Plasmodium falciparum,GCA_900632015.1
Plasmodium falciparum,GCA_900632025.1
Plasmodium falciparum,GCA_900632035.1
Plasmodium falciparum,GCA_900632045.1
Plasmodium falciparum,GCA_900632055.1
Plasmodium falciparum,GCA_900632065.1
Plasmodium falciparum,GCA_900632075.1
Plasmodium falciparum,GCA_900632085.1
Plasmodium falciparum,GCA_900632095.1
Leishmania donovani,GCA_900635355.2
Aphanomyces stellatus,GCA_900708865.1
Giardia duodenalis,GCA_902209425.1
Giardia duodenalis,GCA_902221465.1
Giardia duodenalis,GCA_902221485.1
Giardia duodenalis,GCA_902221515.1
Giardia duodenalis,GCA_902221535.1
Giardia duodenalis,GCA_902221545.1
Leishmania braziliensis,GCA_902369275.1
Leishmania adleri,GCA_902369305.1
Leishmania guyanensis,GCA_902369315.1
Leishmania infantum,GCA_902369335.1
Leishmania major strain Friedlin,GCA_902369385.1
Leishmania major strain Friedlin,GCA_902498725.1
Naegleria fowleri,GCA_902703645.1
Ectocarpus sp. CCAP 1310/34,GCA_902705575.1
Peronospora belbahrii,GCA_902712285.1
Fragilariopsis kerguelensis,GCA_902825245.1
Acanthamoeba castellanii,GCA_903821525.1
Plasmodium vinckei brucechwatti,GCA_903994205.1
Plasmodium vinckei lentum,GCA_903994225.1
Plasmodium vinckei petteri,GCA_903994235.1
Plasmodium vinckei,GCA_903994265.1
Tritrichomonas foetus,GCA_905133005.1
Symbiodinium sp. KB8,GCA_905221625.1
Symbiodinium microadriaticum,GCA_905231925.1
Polarella glacialis,GCA_905237085.1
Polarella glacialis,GCA_905237095.1
Eimeria tenella,GCA_905310635.1
Phaeodactylum tricornutum,GCA_914521175.1
Plasmodium vivax,GCA_914969965.1
Leishmania major strain Friedlin,GCA_916722125.1
Entamoeba histolytica HM-1:IMSS,GCA_917563895.1
Peronospora farinosa,GCA_920940705.1
Peronospora belbahrii,GCA_921012115.1
Blastocystis sp. subtype 1,GCA_934883995.1
uncultured Blastocystis sp.,GCA_935749045.1
uncultured Blastocystis sp.,GCA_935749065.1
uncultured Blastocystis sp.,GCA_935749445.1
uncultured eukaryote,GCA_935750815.1
uncultured Blastocystis sp.,GCA_935750945.1
uncultured Blastocystis sp.,GCA_935751105.1
uncultured eukaryote,GCA_935751465.1
uncultured Blastocystis sp.,GCA_935751545.1
uncultured Blastocystis sp.,GCA_935751615.1
uncultured Blastocystis sp.,GCA_935752135.1
uncultured Blastocystis sp.,GCA_935752185.1
uncultured Blastocystis sp.,GCA_935752455.1
uncultured Blastocystis sp.,GCA_935752495.1
uncultured Blastocystis sp.,GCA_935752615.1
uncultured eukaryote,GCA_935752815.1
uncultured Blastocystis sp.,GCA_935752955.1
uncultured Blastocystis sp.,GCA_935753195.1
Tetramitus jugosus,GCA_937658345.1
Blastocystis sp. subtype 4,GCA_937862745.1
Blastocystis sp. subtype 1,GCA_937863765.1
Blastocystis sp. subtype 1,GCA_937871655.1
uncultured Bacillariales,GCA_937871795.1
uncultured eukaryote,GCA_937872625.1
Blastocystis sp. subtype 4,GCA_937873115.1
uncultured eukaryote,GCA_937894295.1
Acanthamoeba castellanii,GCA_937900865.1
uncultured Blastocystis sp.,GCA_944319805.1
uncultured Blastocystis sp.,GCA_944319995.1
Blastocystis sp. subtype 7,GCA_944320215.1
Blastocystis sp. subtype 6,GCA_944391175.1
Epithemia pelagica,GCA_946965055.2
Toxoplasma gondii,GCA_947322955.1
uncultured Thalassiosira,GCA_947538825.1
uncultured Chrysochromulina,GCA_947538835.1
uncultured Chrysochromulina,GCA_947538845.1
uncultured eukaryote,GCA_947538855.1
uncultured Cryptomonadales,GCA_947538865.1
uncultured Oligohymenophorea,GCA_947596155.1
Peronospora effusa,GCA_947641895.1
Peronospora destructor,GCA_947650345.1
Blastocystis hominis,GCA_948471165.1
Plasmodium vivax,GCA_949152365.1
uncultured ciliate,GCA_949319515.1
uncultured ciliate,GCA_949319695.1
uncultured ciliate,GCA_949320135.1
uncultured ciliate,GCA_949320175.1
uncultured ciliate,GCA_949320205.1
Blepharisma stoltei,GCA_949751815.1
Phytophthora capsici LT1534,GCA_949795235.1
Phytophthora capsici,GCA_949795465.1
Nitzschia sp. DOCU1,GCA_951393995.1
Nitzschia sp. pyKryTriq1,GCA_956465565.1
Rhynchopus euleeides,GCA_963210325.1
Effrenium voratum,GCA_963377065.1
Effrenium voratum,GCA_963377275.1
Aphanomyces euteiches,GCA_963681205.1
Aphanomyces euteiches,GCA_963681215.1
Aphanomyces euteiches,GCA_963681225.1
Aphanomyces euteiches,GCA_963681235.1
Aphanomyces euteiches,GCA_963681245.1
Aphanomyces euteiches,GCA_963681255.1
Aphanomyces euteiches,GCA_963681265.1
Aphanomyces euteiches,GCA_963681275.1
Aphanomyces euteiches,GCA_963681285.1
Aphanomyces euteiches,GCA_963681295.1
Aphanomyces euteiches,GCA_963681305.1
Aphanomyces euteiches,GCA_963681315.1
Aphanomyces euteiches,GCA_963681325.1
Aphanomyces euteiches,GCA_963681335.1
Aphanomyces euteiches,GCA_963681345.1
Aphanomyces euteiches,GCA_963681355.1
Aphanomyces euteiches,GCA_963681365.1
Aphanomyces euteiches,GCA_963681375.1
Aphanomyces euteiches,GCA_963681385.1
Aphanomyces euteiches,GCA_963681395.1
Aphanomyces euteiches,GCA_963681405.1
Aphanomyces euteiches,GCA_963681415.1
Aphanomyces euteiches,GCA_963681425.1
Aphanomyces euteiches,GCA_963681435.1
Aphanomyces euteiches,GCA_963681445.1
Aphanomyces euteiches,GCA_963681455.1
Aphanomyces euteiches,GCA_963681465.1
Aphanomyces euteiches,GCA_963681475.1
Aphanomyces euteiches,GCA_963681485.1
Aphanomyces euteiches,GCA_963681515.1
Aphanomyces euteiches,GCA_963681525.1
Aphanomyces euteiches,GCA_963681555.1
Aphanomyces euteiches,GCA_963681565.1
Aphanomyces euteiches,GCA_963681575.1
Aphanomyces euteiches,GCA_963681585.1
Aphanomyces euteiches,GCA_963681595.1
Aphanomyces euteiches,GCA_963681605.1
Aphanomyces euteiches,GCA_963681615.1
Aphanomyces euteiches,GCA_963681625.1
Aphanomyces euteiches,GCA_963681635.1
Aphanomyces euteiches,GCA_963681645.1
Aphanomyces euteiches,GCA_963681655.1
Aphanomyces euteiches,GCA_963681665.1
Aphanomyces euteiches,GCA_963681675.1
Aphanomyces euteiches,GCA_963681685.1
Aphanomyces euteiches,GCA_963681695.1
Aphanomyces euteiches,GCA_963681705.1
Aphanomyces euteiches,GCA_963681715.1
Aphanomyces euteiches,GCA_963681725.1
Aphanomyces euteiches,GCA_963681735.1
Aphanomyces euteiches,GCA_963681745.1
Aphanomyces euteiches,GCA_963681755.1
Aphanomyces euteiches,GCA_963681765.1
Aphanomyces euteiches,GCA_963681775.1
Aphanomyces euteiches,GCA_963681785.1
Aphanomyces euteiches,GCA_963681795.1
Aphanomyces euteiches,GCA_963681805.1
Aphanomyces euteiches,GCA_963681815.1
Aphanomyces euteiches,GCA_963681825.1
Aphanomyces euteiches,GCA_963681845.1
Aphanomyces euteiches,GCA_963681855.1
Aphanomyces euteiches,GCA_963681865.1
Aphanomyces euteiches,GCA_963681875.1
Aphanomyces euteiches,GCA_963681885.1
Aphanomyces euteiches,GCA_963681895.1
Aphanomyces euteiches,GCA_963681905.1
Aphanomyces euteiches,GCA_963681915.1
Aphanomyces euteiches,GCA_963682615.1
Amoebidium appalachense,GCA_963693365.1
Eimeria praecox,GCA_963920585.1
Leishmania donovani,GCA_963920605.1
Durusdinium trenchii,GCA_963969995.1
Cafeteria roenbergensis,GCA_964010995.1
Leishmania braziliensis MHOM/BR/75/M2904,GCA_964014045.1
