organism_name,assembly_id
Trypanosomatidae sp. JR-2017a,GCA_016642365.1
Paramecium bursaria,GCA_016759035.1
Neospora caninum,GCA_016801225.1
Paramecium bursaria,GCA_016802755.1
Paramecium bursaria,GCA_016802775.1
Toxoplasma gondii,GCA_016807865.1
Toxoplasma gondii,GCA_016807875.1
Toxoplasma gondii,GCA_016807885.1
Paramecium bursaria,GCA_016807985.1
Paramecium bursaria,GCA_016808005.1
Paramecium bursaria,GCA_016808045.1
Paramecium bursaria,GCA_016808065.2
Toxoplasma gondii,GCA_016808245.1
Phytophthora cactorum,GCA_016864635.1
Phytophthora cactorum,GCA_016864665.1
Phytophthora cactorum,GCA_016864695.1
Phytophthora cactorum,GCA_016864715.1
Phytophthora cactorum,GCA_016864735.1
Phytophthora cactorum,GCA_016864755.1
Phytophthora cactorum,GCA_016864775.1
Phytophthora cactorum,GCA_016864795.1
Phytophthora cactorum,GCA_016864815.1
Phytophthora cactorum,GCA_016864835.1
Phytophthora cactorum,GCA_016864855.1
Phytophthora cactorum,GCA_016865055.1
Phytophthora cactorum,GCA_016865075.1
Phytophthora cactorum,GCA_016865085.1
Phytophthora idaei,GCA_016865095.1
Phytophthora idaei,GCA_016880175.1
Phytophthora cactorum,GCA_016906365.1
Phytophthora cactorum,GCA_017309695.1
Leishmania chagasi,GCA_018290745.1
Leishmania chagasi,GCA_018291365.1
Phytophthora capsici,GCA_018292885.1
Phytophthora capsici,GCA_018292895.1
Phytophthora capsici,GCA_018292905.1
Euplotes sp.,GCA_018295905.1
Symbiodinium microadriaticum,GCA_018327485.1
Plasmodium yoelii nigeriensis,GCA_018340825.1
Cryptosporidium hominis,GCA_018342955.1
Cryptosporidium hominis,GCA_018342975.1
Asparagopsis taxiformis,GCA_018397955.1
Asparagopsis taxiformis,GCA_018397975.1
Babesia divergens,GCA_018398725.1
Entamoeba histolytica DS4-868,GCA_018466815.1
Malawimonas sp.,GCA_018606705.1
Endotrypanum monterogeii,GCA_018683865.1
Phytophthora cinnamomi,GCA_018691715.1
Phytophthora cactorum,GCA_018873755.1
Babesia bigemina,GCA_018901905.1
Babesia bigemina,GCA_018901925.1
Entamoeba histolytica KU48,GCA_019059535.1
Rhabdomonas costata,GCA_019059605.1
Trypanosoma brucei,GCA_019096175.1
Phytophthora boehmeriae,GCA_019155685.1
Hyaloperonospora brassicae,GCA_019297655.1
Hyaloperonospora brassicae,GCA_019297675.1
Trypanosoma cruzi,GCA_019319545.1
Trypanosoma cruzi,GCA_019345295.1
Trypanosoma cruzi,GCA_019345315.1
Trypanosoma cruzi,GCA_019345335.1
Porcisia hertigi,GCA_019345635.1
Trypanosoma vivax,GCA_019425475.1
Toxoplasma gondii,GCA_019455475.1
Toxoplasma gondii,GCA_019455545.1
Toxoplasma gondii,GCA_019455585.1
Diacronema lutheri,GCA_019693415.1
Fistulifera pelliculosa,GCA_019693425.1
Galdieria sulphuraria,GCA_019693475.1
Cyanidium caldarium,GCA_019693505.1
Pelagococcus subviridis,GCA_019702425.1
Porphyridium purpureum,GCA_019702435.1
Plasmodium falciparum,GCA_019802405.2
Plasmodium falciparum,GCA_019802415.2
Plasmodium falciparum,GCA_019802425.2
Plasmodium falciparum,GCA_019802515.2
Cryptosporidium parvum,GCA_019844115.2
Porospora cf. gigantea A,GCA_019968955.1
Porospora cf. gigantea B,GCA_019968985.2
Bacillariophyta sp.,GCA_020048535.1
Bacillariophyta sp.,GCA_020048575.1
Thalassiosira sundarbana,GCA_020086505.1
Histomonas meleagridis,GCA_020184695.1
Phytophthora colocasiae,GCA_020226015.1
Phytophthora cinnamomi var. cinnamomi,GCA_020283495.1
Entamoeba histolytica MS96-3382,GCA_020283505.1
Albugo candida 2VRR,GCA_020283525.1
Entamoeba histolytica KU50,GCA_020283535.1
Babesia bovis,GCA_020449125.1
Babesia bovis,GCA_020449135.1
Cyclospora cayetanensis,GCA_020557325.1
Cyclospora cayetanensis,GCA_020557355.1
Vermamoeba vermiformis,GCA_020696425.1
Leishmania infantum,GCA_020705095.1
Leishmania major,GCA_020783415.1
Phytophthora ramorum,GCA_020800205.1
Phytophthora ramorum,GCA_020800225.1
Phytophthora ramorum,GCA_020800235.2
Cryptosporidium bovis,GCA_020826745.1
Plasmodium yoelii yoelii,GCA_020844765.3
Braarudosphaera bigelowii,GCA_020885515.1
Naegleria fowleri,GCA_020891285.1
Undaria pinnatifida,GCA_020975765.1
Cyclospora cayetanensis,GCA_020976615.1
Pythium myriotylum,GCA_020976625.1
Acanthamoeba castellanii,GCA_021020595.1
Acanthamoeba castellanii,GCA_021020605.1
Aureococcus anophagefferens,GCA_021029035.1
Aureococcus anophagefferens,GCA_021029045.1
Aureococcus anophagefferens,GCA_021029115.1
Euplotes woodruffi,GCA_021439945.1
Peronospora effusa,GCA_021491655.1
Aphanomyces euteiches,GCA_021527665.1
Aphanomyces euteiches,GCA_021527745.1
Aphanomyces euteiches,GCA_021527785.1
Aphanomyces euteiches,GCA_021527805.1
Pyropia haitanensis,GCA_021651115.1
Chondria armata,GCA_021653855.1
Phytopythium vexans,GCA_022023675.2
Willaertia magna,GCA_022496025.1
Willaertia magna,GCA_022496075.1
Willaertia magna,GCA_022496095.1
Phytophthora vignae,GCA_022496125.1
Naegleria lovaniensis,GCA_022530875.1
Leishmania guyanensis,GCA_022701395.1
Giardia duodenalis,GCA_022985015.1
Giardia duodenalis,GCA_022985025.1
Leishmania martiniquensis,GCA_023158965.1
Leishmania orientalis,GCA_023159015.1
Cryptosporidium bovis,GCA_023213035.1
Cryptosporidium bovis,GCA_023213085.1
Cryptosporidium bovis,GCA_023213095.1
Cryptosporidium bovis,GCA_023213115.1
Cryptosporidium bovis,GCA_023213155.1
Pythium sp. CBS 101876,GCA_023333775.1
Globisporangium ornacarpum,GCA_023334055.1
Globisporangium erinaceum,GCA_023334135.1
Globisporangium debaryanum,GCA_023334175.1
Globisporangium cylindrosporum,GCA_023334255.1
Globisporangium ultimum var. sporangiiferum,GCA_023334565.1
Pythium torulosum,GCA_023334615.1
Globisporangium splendens,GCA_023335435.1
Pythium porphyrae,GCA_023335885.1
Pythium ornamentatum,GCA_023336015.1
Pythium oligandrum,GCA_023336055.1
Pythium periplocum,GCA_023336075.1
Pythium lycopersici,GCA_023336105.1
Globisporangium mamillatum,GCA_023336125.1
Pythium myriotylum,GCA_023336135.1
Pythium hydnosporum,GCA_023336225.1
Globisporangium irregulare,GCA_023336235.1
Elongisporangium dimorphum,GCA_023336395.1
Globisporangium cryptoirregulare,GCA_023337535.1
Pythium aphanidermatum,GCA_023337855.1
Pythium amasculinum,GCA_023337905.1
Pilasporangium apinafurcum,GCA_023337955.1
Phytopythium vexans,GCA_023337965.1
Phytopythium helicoides,GCA_023338155.1
Thalassiosira sp.,GCA_023345645.1
Vannella sp.,GCA_023345925.1
Bacillariophyta sp.,GCA_023345945.1
Ochromonas sp.,GCA_023345975.1
Eukaryota sp.,GCA_023346065.1
Eukaryota sp.,GCA_023346095.1
Eukaryota sp.,GCA_023346115.1
Fragilariophycidae sp.,GCA_023346165.1
Ochromonas sp.,GCA_023346245.1
Ochromonas sp.,GCA_023346265.1
Fragilariophycidae sp.,GCA_023346305.1
Ochromonas sp.,GCA_023346365.1
Ochromonas sp.,GCA_023346425.1
Fragilariophycidae sp.,GCA_023346465.1
Vannella sp.,GCA_023346485.1
Ochromonas sp.,GCA_023346525.1
Ochromonas sp.,GCA_023346535.1
Fragilariophycidae sp.,GCA_023346625.1
Ochromonas sp.,GCA_023346705.1
Bacillariophyta sp.,GCA_023346715.1
Bacillariophyta sp.,GCA_023346745.1
Bacillariophyta sp.,GCA_023346865.1
Fragilariophycidae sp.,GCA_023346885.1
Ochromonas sp.,GCA_023346895.1
Bacillariophyta sp.,GCA_023346925.1
Ochromonas sp.,GCA_023346965.1
Fragilariophycidae sp.,GCA_023346985.1
Fragilariophycidae sp.,GCA_023347105.1
Bacillariophyta sp.,GCA_023347125.1
Fragilariophycidae sp.,GCA_023347145.1
Schmidingerella meunieri,GCA_023658685.1
Schmidingerella arcuata,GCA_023658695.1
Ophryoscolex caudatus,GCA_023783155.1
Diplodinium dentatum,GCA_023783175.1
Ophryoscolex caudatus,GCA_023783195.1
Enoploplastron triloricatum,GCA_023783215.1
Ostracodinium gracile,GCA_023783255.1
Ophryoscolex caudatus,GCA_023783275.1
Entodinium caudatum,GCA_023783295.1
Polyplastron multivesiculatum,GCA_023783315.1
Polyplastron multivesiculatum,GCA_023783375.1
Ophryoscolex caudatus,GCA_023783395.1
Ophryoscolex caudatus,GCA_023783415.1
Dasytricha ruminantium,GCA_023805455.1
Dasytricha ruminantium,GCA_023805465.1
Epidinium cattanei,GCA_023805485.1
Epidinium cattanei,GCA_023805505.1
Dasytricha ruminantium,GCA_023805545.1
Diplodinium flabellum,GCA_023805565.1
Dasytricha ruminantium,GCA_023805585.1
Ophryoscolex caudatus,GCA_023805605.1
Isotricha sp. YL-2021b,GCA_023805655.1
Entodinium bursa,GCA_023805665.1
Epidinium caudatum,GCA_023805705.1
Isotricha sp. YL-2021b,GCA_023805725.1
Ophryoscolex caudatus,GCA_023805735.1
Isotricha sp. YL-2021b,GCA_023805775.1
Isotricha sp. YL-2021b,GCA_023806045.1
Ostracodinium gracile,GCA_023806765.1
Ophryoscolex caudatus,GCA_023806795.1
Isotricha intestinalis,GCA_023806885.1
Polyplastron multivesiculatum,GCA_023806905.1
Isotricha prostoma,GCA_023806925.1
Dasytricha ruminantium,GCA_023806945.1
Polyplastron multivesiculatum,GCA_023806955.1
Ophryoscolex caudatus,GCA_023806975.1
Isotricha prostoma,GCA_023806985.1
Entodinium bursa,GCA_023807005.1
Polyplastron multivesiculatum,GCA_023807025.1
Isotricha intestinalis,GCA_023807045.1
Isotricha sp. YL-2021a,GCA_023807085.1
Diplodinium dentatum,GCA_023807105.1
Polyplastron multivesiculatum,GCA_023807125.1
Eremoplastron rostratum,GCA_023807145.1
Epidinium caudatum,GCA_023807185.1
Enoploplastron triloricatum,GCA_023807245.1
Polyplastron multivesiculatum,GCA_023807285.1
Entodinium longinucleatum,GCA_023807305.1
Entodinium caudatum,GCA_023807325.1
Plasmodium knowlesi,GCA_023845515.1
Plasmodium knowlesi,GCA_023845535.1
Plasmodium knowlesi,GCA_023845545.1
Diplodinium dentatum,GCA_023897215.1
Plasmodium brasilianum,GCA_023973825.1
Galdieria sulphuraria,GCA_024341865.1
Plasmodium falciparum,GCA_024442135.1
Leishmania braziliensis,GCA_024505685.1
Babesia duncani,GCA_024586265.1
Theileria equi,GCA_024610995.1
Phytophthora syringae,GCA_024679005.1
Phytophthora hibernalis,GCA_024679025.1
Phytophthora boehmeriae,GCA_024679105.1
Phytophthora melonis,GCA_024679155.1
Phytophthora cinnamomi var. robiniae,GCA_024679195.1
Phytophthora pini,GCA_024679215.1
Nannochloropsis sp. QH25,GCA_024741955.1
Haplosporidium pinnae,GCA_025330925.1
Blastocystis sp. subtype 6,GCA_025449385.1
Blastocystis sp. subtype 3,GCA_025449415.1
Pythium myriotylum,GCA_025583705.1
Leishmania amazonensis,GCA_025688915.1
Cyanidiococcus yangmingshanensis,GCA_026122185.1
Phytophthora infestans,GCA_026225685.1
Giardia duodenalis,GCA_026248805.1
Pythium insidiosum,GCA_026401375.1
Pythium insidiosum,GCA_026401395.1
Theileria parva parva,GCA_026724335.1
Theileria parva lawrencei,GCA_026724375.1
Babesia microti,GCA_026802255.1
Babesia microti,GCA_026802285.1
Babesia microti,GCA_026802315.1
Cryptosporidium canis,GCA_027243965.1
Cryptosporidium canis,GCA_027243975.1
Euplotes woodruffi,GCA_027382585.1
Blastocystis sp. subtype 1,GCA_027406365.1
Blastocystis sp. subtype 3,GCA_027406385.1
Blastocystis sp. subtype 8,GCA_027406445.1
Blastocystis sp. subtype 1,GCA_027406485.1
Pythium aphanidermatum,GCA_027475745.1
Naegleria lovaniensis,GCA_027562995.1
Naegleria lovaniensis,GCA_027563015.1
Naegleria lovaniensis,GCA_027563035.1
Naegleria fowleri,GCA_027563055.1
Naegleria fowleri,GCA_027563075.1
Naegleria fowleri,GCA_027563095.1
Lagenidium giganteum,GCA_027925865.1
Acanthamoeba sp. SK_2022a,GCA_027943295.1
Trypanosoma cruzi,GCA_028455865.1
Anaeramoeba flamelloides,GCA_028892595.1
Giardia duodenalis,GCA_029168715.1
Giardia duodenalis,GCA_029168725.1
Giardia duodenalis,GCA_029168735.1
Giardia duodenalis,GCA_029168785.1
Giardia duodenalis,GCA_029168795.1
Giardia duodenalis,GCA_029168805.1
Giardia duodenalis,GCA_029168835.1
Giardia duodenalis,GCA_029168845.1
Giardia duodenalis,GCA_029168855.1
Phytophthora capsici,GCA_029168885.1
Blastocystis sp. subtype 3,GCA_029240965.1
Blastocystis sp. subtype 3,GCA_029240975.1
Blastocystis sp. subtype 3,GCA_029241015.1
Blastocystis sp. subtype 3,GCA_029241035.1
Blastocystis sp. subtype 3,GCA_029241045.1
Blastocystis sp. subtype 3,GCA_029241065.1
Blastocystis sp. subtype 3,GCA_029241095.1
Blastocystis sp. subtype 3,GCA_029241115.1
Blastocystis sp. subtype 3,GCA_029241125.1
Blastocystis sp. subtype 3,GCA_029241145.1
Blastocystis sp. subtype 3,GCA_029241155.1
Blastocystis sp. subtype 3,GCA_029241195.1
Blastocystis sp. subtype 3,GCA_029241215.1
Blastocystis sp. subtype 3,GCA_029241235.1
Blastocystis sp. subtype 3,GCA_029241245.1
Blastocystis sp. subtype 3,GCA_029241275.1
Blastocystis sp. subtype 3,GCA_029241355.1
Blastocystis sp. subtype 3,GCA_029241375.1
Blastocystis sp. subtype 3,GCA_029241395.1
Blastocystis sp. subtype 3,GCA_029241405.1
Blastocystis sp. subtype 3,GCA_029241435.1
Blastocystis sp. subtype 3,GCA_029241455.1
Blastocystis sp. subtype 3,GCA_029241475.1
Blastocystis sp. subtype 3,GCA_029241495.1
Blastocystis sp. subtype 3,GCA_029241515.1
Blastocystis sp. subtype 3,GCA_029241535.1
Blastocystis sp. subtype 3,GCA_029241555.1
Blastocystis sp. subtype 3,GCA_029241565.1
Blastocystis sp. subtype 3,GCA_029241595.1
Blastocystis sp. subtype 3,GCA_029241605.1
Blastocystis sp. subtype 3,GCA_029241635.1
Blastocystis sp. subtype 3,GCA_029241645.1
Blastocystis sp. subtype 3,GCA_029241675.1
Blastocystis sp. subtype 3,GCA_029241685.1
Blastocystis sp. subtype 3,GCA_029241715.1
Blastocystis sp. subtype 3,GCA_029241725.1
Blastocystis sp. subtype 3,GCA_029241755.1
Blastocystis sp. subtype 3,GCA_029241775.1
Blastocystis sp. subtype 3,GCA_029241785.1
Blastocystis sp. subtype 3,GCA_029241815.1
Eukaryota sp.,GCA_029290635.1
Eukaryota sp.,GCA_029290655.1
Eukaryota sp.,GCA_029290775.1
Eukaryota sp.,GCA_029290835.1
Eukaryota sp.,GCA_029290915.1
Eukaryota sp.,GCA_029290925.1
Eukaryota sp.,GCA_029290955.1
Eukaryota sp.,GCA_029290975.1
Eukaryota sp.,GCA_029290985.1
Eukaryota sp.,GCA_029291735.1
Eukaryota sp.,GCA_029291765.1
Eukaryota sp.,GCA_029291795.1
Eukaryota sp.,GCA_029291835.1
Eukaryota sp.,GCA_029291845.1
Eukaryota sp.,GCA_029291895.1
Eukaryota sp.,GCA_029291905.1
Eukaryota sp.,GCA_029291935.1
Eukaryota sp.,GCA_029291985.1
Eukaryota sp.,GCA_029292025.1
Eukaryota sp.,GCA_029292055.1
Eukaryota sp.,GCA_029292095.1
Eukaryota sp.,GCA_029292135.1
Eukaryota sp.,GCA_029292165.1
Eukaryota sp.,GCA_029292225.1
Eukaryota sp.,GCA_029292265.1
Eukaryota sp.,GCA_029292295.1
Eukaryota sp.,GCA_029292325.1
Eukaryota sp.,GCA_029292345.1
Eukaryota sp.,GCA_029292395.1
Eukaryota sp.,GCA_029292465.1
Eukaryota sp.,GCA_029292475.1
Eukaryota sp.,GCA_029292535.1
Eukaryota sp.,GCA_029292565.1
Eukaryota sp.,GCA_029292585.1
Eukaryota sp.,GCA_029292645.1
Eukaryota sp.,GCA_029292705.1
Eukaryota sp.,GCA_029292715.1
Eukaryota sp.,GCA_029292745.1
Eukaryota sp.,GCA_029292755.1
Eukaryota sp.,GCA_029292775.1
Eukaryota sp.,GCA_029292815.1
Eukaryota sp.,GCA_029292825.1
Eukaryota sp.,GCA_029292855.1
Eukaryota sp.,GCA_029292955.1
Eukaryota sp.,GCA_029293065.1
Eukaryota sp.,GCA_029293085.1
Eukaryota sp.,GCA_029293095.1
Eukaryota sp.,GCA_029293135.1
Eukaryota sp.,GCA_029293145.1
Eukaryota sp.,GCA_029293165.1
Eukaryota sp.,GCA_029293195.1
Eukaryota sp.,GCA_029293205.1
Eukaryota sp.,GCA_029293215.1
Eukaryota sp.,GCA_029293255.1
Eukaryota sp.,GCA_029293305.1
Eukaryota sp.,GCA_029293325.1
Eukaryota sp.,GCA_029293535.1
Eukaryota sp.,GCA_029293555.1
Eukaryota sp.,GCA_029293595.1
Eukaryota sp.,GCA_029293625.1
Eukaryota sp.,GCA_029293695.1
Eukaryota sp.,GCA_029293705.1
Eukaryota sp.,GCA_029293735.1
Eukaryota sp.,GCA_029293745.1
Eukaryota sp.,GCA_029293775.1
Eukaryota sp.,GCA_029293785.1
Eukaryota sp.,GCA_029293795.1
Eukaryota sp.,GCA_029293835.1
Eukaryota sp.,GCA_029293845.1
Eukaryota sp.,GCA_029293865.1
Eukaryota sp.,GCA_029293895.1
Eukaryota sp.,GCA_029293905.1
Eukaryota sp.,GCA_029293925.1
Eukaryota sp.,GCA_029293945.1
Eukaryota sp.,GCA_029293965.1
Eukaryota sp.,GCA_029293995.1
Eukaryota sp.,GCA_029294015.1
Eukaryota sp.,GCA_029294025.1
Eukaryota sp.,GCA_029294055.1
Eukaryota sp.,GCA_029294075.1
Eukaryota sp.,GCA_029294085.1
Eukaryota sp.,GCA_029294115.1
Eukaryota sp.,GCA_029294135.1
Eukaryota sp.,GCA_029294155.1
Eukaryota sp.,GCA_029294175.1
Eukaryota sp.,GCA_029294185.1
Eukaryota sp.,GCA_029294195.1
Eukaryota sp.,GCA_029294235.1
Eukaryota sp.,GCA_029294255.1
Eukaryota sp.,GCA_029294275.1
Eukaryota sp.,GCA_029294285.1
Eukaryota sp.,GCA_029294295.1
Eukaryota sp.,GCA_029294335.1
Eukaryota sp.,GCA_029294385.1
Eukaryota sp.,GCA_029294415.1
Eukaryota sp.,GCA_029296275.1
Eukaryota sp.,GCA_029296305.1
Eukaryota sp.,GCA_029296345.1
Eukaryota sp.,GCA_029296385.1
Eukaryota sp.,GCA_029296415.1
Eukaryota sp.,GCA_029296445.1
Eukaryota sp.,GCA_029296455.1
Eukaryota sp.,GCA_029296495.1
Eukaryota sp.,GCA_029296535.1
Eukaryota sp.,GCA_029296605.1
Eukaryota sp.,GCA_029296635.1
Eukaryota sp.,GCA_029296655.1
Eukaryota sp.,GCA_029296695.1
Eukaryota sp.,GCA_029296705.1
Eukaryota sp.,GCA_029296765.1
Eukaryota sp.,GCA_029296815.1
Eukaryota sp.,GCA_029296835.1
Eukaryota sp.,GCA_029296875.1
Eukaryota sp.,GCA_029296895.1
Eukaryota sp.,GCA_029296925.1
Eukaryota sp.,GCA_029296975.1
Eukaryota sp.,GCA_029296995.1
Eukaryota sp.,GCA_029297005.1
Eukaryota sp.,GCA_029297015.1
Eukaryota sp.,GCA_029297075.1
Eukaryota sp.,GCA_029297115.1
Eukaryota sp.,GCA_029297135.1
Eukaryota sp.,GCA_029297145.1
Eukaryota sp.,GCA_029297155.1
Eukaryota sp.,GCA_029297195.1
Eukaryota sp.,GCA_029297215.1
Eukaryota sp.,GCA_029297235.1
Eukaryota sp.,GCA_029297245.1
Eukaryota sp.,GCA_029297265.1
Eukaryota sp.,GCA_029297295.1
Eukaryota sp.,GCA_029297305.1
Eukaryota sp.,GCA_029297335.1
Eukaryota sp.,GCA_029297355.1
Eukaryota sp.,GCA_029297375.1
Eukaryota sp.,GCA_029297395.1
Eukaryota sp.,GCA_029297415.1
Eukaryota sp.,GCA_029297425.1
Eukaryota sp.,GCA_029297435.1
Eukaryota sp.,GCA_029297475.1
Eukaryota sp.,GCA_029297485.1
Eukaryota sp.,GCA_029297515.1
Eukaryota sp.,GCA_029297525.1
Eukaryota sp.,GCA_029297555.1
Eukaryota sp.,GCA_029297585.1
Eukaryota sp.,GCA_029297655.1
Eukaryota sp.,GCA_029297675.1
Eukaryota sp.,GCA_029297695.1
Eukaryota sp.,GCA_029297715.1
Eukaryota sp.,GCA_029297725.1
Eukaryota sp.,GCA_029297755.1
Eukaryota sp.,GCA_029297765.1
Eukaryota sp.,GCA_029297785.1
Eukaryota sp.,GCA_029297865.1
Eukaryota sp.,GCA_029297975.1
Eukaryota sp.,GCA_029298005.1
Eukaryota sp.,GCA_029298035.1
Eukaryota sp.,GCA_029298045.1
Eukaryota sp.,GCA_029298075.1
Eukaryota sp.,GCA_029298095.1
Eukaryota sp.,GCA_029298135.1
Eukaryota sp.,GCA_029298155.1
Eukaryota sp.,GCA_029298175.1
Eukaryota sp.,GCA_029298225.1
Eukaryota sp.,GCA_029298285.1
Eukaryota sp.,GCA_029298385.1
Eukaryota sp.,GCA_029298495.1
Eukaryota sp.,GCA_029298535.1
Eukaryota sp.,GCA_029298545.1
Eukaryota sp.,GCA_029298575.1
Eukaryota sp.,GCA_029298595.1
Eukaryota sp.,GCA_029298605.1
Eukaryota sp.,GCA_029298625.1
Eukaryota sp.,GCA_029298645.1
Eukaryota sp.,GCA_029298675.1
Eukaryota sp.,GCA_029299615.1
Eukaryota sp.,GCA_029299695.1
Eukaryota sp.,GCA_029299715.1
Eukaryota sp.,GCA_029299735.1
Eukaryota sp.,GCA_029299755.1
Eukaryota sp.,GCA_029299775.1
Eukaryota sp.,GCA_029299795.1
Eukaryota sp.,GCA_029299815.1
Eukaryota sp.,GCA_029299945.1
Eukaryota sp.,GCA_029299985.1
Eukaryota sp.,GCA_029300155.1
Eukaryota sp.,GCA_029300275.1
Eukaryota sp.,GCA_029300315.1
Eukaryota sp.,GCA_029300535.1
Eukaryota sp.,GCA_029300835.1
Eukaryota sp.,GCA_029300855.1
Eukaryota sp.,GCA_029300875.1
Eukaryota sp.,GCA_029300895.1
Eukaryota sp.,GCA_029300905.1
Eukaryota sp.,GCA_029300935.1
Eukaryota sp.,GCA_029300955.1
Eukaryota sp.,GCA_029300965.1
Eukaryota sp.,GCA_029300995.1
Eukaryota sp.,GCA_029301015.1
Eukaryota sp.,GCA_029301025.1
Eukaryota sp.,GCA_029301055.1
Eukaryota sp.,GCA_029301075.1
Eukaryota sp.,GCA_029301095.1
Eukaryota sp.,GCA_029301115.1
Eukaryota sp.,GCA_029301125.1
Eukaryota sp.,GCA_029301155.1
Eukaryota sp.,GCA_029301175.1
Eukaryota sp.,GCA_029301185.1
Eukaryota sp.,GCA_029301205.1
Eukaryota sp.,GCA_029301315.1
Eukaryota sp.,GCA_029301355.1
Eukaryota sp.,GCA_029301415.1
Eukaryota sp.,GCA_029301455.1
Eukaryota sp.,GCA_029301715.1
Eukaryota sp.,GCA_029301815.1
Eukaryota sp.,GCA_029301885.1
Eukaryota sp.,GCA_029301895.1
Eukaryota sp.,GCA_029302035.1
Eukaryota sp.,GCA_029302215.1
Eukaryota sp.,GCA_029302325.1
Eukaryota sp.,GCA_029302405.1
Eukaryota sp.,GCA_029302445.1
Eukaryota sp.,GCA_029302475.1
Eukaryota sp.,GCA_029302515.1
Eukaryota sp.,GCA_029302545.1
Eukaryota sp.,GCA_029302565.1
Eukaryota sp.,GCA_029302615.1
Eukaryota sp.,GCA_029302645.1
Eukaryota sp.,GCA_029302655.1
Eukaryota sp.,GCA_029302735.1
Eukaryota sp.,GCA_029302765.1
Eukaryota sp.,GCA_029302775.1
Eukaryota sp.,GCA_029302845.1
Eukaryota sp.,GCA_029302885.1
Eukaryota sp.,GCA_029302895.1
Eukaryota sp.,GCA_029302965.1
Eukaryota sp.,GCA_029303015.1
Eukaryota sp.,GCA_029303025.1
Eukaryota sp.,GCA_029303075.1
Eukaryota sp.,GCA_029303395.1
Eukaryota sp.,GCA_029304055.1
Eukaryota sp.,GCA_029304125.1
Eukaryota sp.,GCA_029304155.1
Eukaryota sp.,GCA_029304195.1
Eukaryota sp.,GCA_029304205.1
Eukaryota sp.,GCA_029304235.1
Eukaryota sp.,GCA_029304255.1
Eukaryota sp.,GCA_029304265.1
Eukaryota sp.,GCA_029304275.1
Eukaryota sp.,GCA_029304315.1
Eukaryota sp.,GCA_029304335.1
Eukaryota sp.,GCA_029304355.1
Porolithon onkodes,GCA_029407785.1
Phytophthora cinnamomi,GCA_029747605.1
Thraustochytriaceae sp. 12B,GCA_030159295.1
Craspedostauros australis,GCA_030167865.1
Lotmaria passim,GCA_030247965.2
Lotmaria passim,GCA_030247975.2
Trypanosoma cruzi,GCA_030265225.1
Phytophthora lilii,GCA_030267725.1
Triparma laevis f. longispina,GCA_030267805.1
Phytophthora sojae,GCA_030278985.1
Phytophthora sojae,GCA_030279005.1
Phytophthora sojae,GCA_030279015.1
Phytophthora sojae,GCA_030279045.1
Phytophthora sojae,GCA_030279065.1
Phytophthora sojae,GCA_030279085.1
Phytophthora sojae,GCA_030279095.1
Phytophthora sojae,GCA_030279125.1
Phytophthora cactorum,GCA_030374165.1
Phytophthora cactorum,GCA_030374175.1
Phytophthora cactorum,GCA_030374185.1
Phytophthora cactorum,GCA_030374195.1
Phytophthora cactorum,GCA_030374205.1
Cryptosporidium parvum,GCA_030415315.1
Cryptosporidium parvum,GCA_030415325.1
Cryptosporidium parvum,GCA_030415335.1
Cryptosporidium parvum,GCA_030415345.1
Cryptosporidium parvum,GCA_030415355.1
Babesia bovis,GCA_030583055.1
Eimeria tenella,GCA_030644485.1
Eimeria maxima,GCA_030644505.1
Plasmodium falciparum,GCA_030710385.1
Plasmodium falciparum,GCA_030710445.1
Plasmodium falciparum,GCA_030710455.1
Plasmodium falciparum,GCA_030710485.1
Babesia gibsoni,GCA_030849525.1
Skeletonema marinoi,GCA_030871285.1
Leishmania amazonensis,GCA_030937385.1
Eimeria acervulina,GCA_031753475.3
Eimeria maxima,GCA_031753495.1
Phytophthora capsici,GCA_032158065.1
Phytophthora sansomeana,GCA_032158355.1
Phytophthora capsici,GCA_032161705.1
Plasmodium falciparum,GCA_032712205.1
Plasmodium falciparum 3D7,GCA_032713075.1
Toxoplasma gondii,GCA_033216535.1
Trypanosoma cruzi,GCA_033441735.1
Salpingoeca rosetta,GCA_033442325.1
Capsaspora owczarzaki,GCA_033442345.1
Phytophthora cactorum,GCA_033557905.1
Phytophthora cactorum,GCA_033557935.1
Phytophthora pini,GCA_033558055.1
Lotmaria passim,GCA_034478905.1
Trypanosoma cruzi,GCA_034509385.1
Zelonia costaricensis,GCA_034640465.1
Endotrypanum monterogeii,GCA_034641325.1
Phytophthora syringae,GCA_035080225.1
Phytophthora citrophthora,GCA_035080265.1
Cryptosporidium parvum,GCA_035232765.1
Trypanosoma musculi,GCA_036321165.1
Trypanosoma cruzi,GCA_036485875.1
Trypanosoma cruzi,GCA_036485885.1
Plasmodium gonderi,GCA_036584725.1
Aurantiochytrium limacinum,GCA_036850685.1
Plasmodiophora brassicae,GCA_036867785.1
Thalassiosira delicatula,GCA_036939285.1
Detonula confervacea,GCA_036939375.1
Skeletonema tropicum,GCA_036939475.1
Cyclotella atomus,GCA_036939575.1
Stephanocyclus meneghinianus,GCA_036939605.1
Cyclotella cryptica,GCA_036939815.1
Discostella pseudostelligera,GCA_036939915.2
Cyclotella atomus,GCA_036940135.2
Miamiensis avidus,GCA_037039875.1
Cryptosporidium xiaoi,GCA_037042805.1
